"nest_code";"nestmix";"epy3";"CODESTART";"CODEEND";"HATCH.DAY";"END.DAY";"year";"ring";"sex";"average_31_before";"min_31_period";"max_31_period";"X60_after";"min_60";"max_60";"average_preciti_31";"XX_NA";"box";"id";"xf";"boxor";"fring";"hlf";"gs1";"mring";"hlm";"fage";"mage";"gs2";"idor";"xfblock";"eblock";"code";"ring.1";"exp";"mani";"treatment";"exp.1";"epy3.1";"sex.1";"mass2";"mass11";"mass12";"mass14";"rtars14";"pha";"pha.1";"PHA";"X";"TEMP_BROOD";"PRCP_BROOD"
"BO8A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14682";"M";NA;NA;NA;NA;NA;NA;NA;NA;"BO8A";NA;NA;"BO8A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";NA;"M";2.25;NA;11.16;11.5;"17.68";NA;NA;NA;NA;13.6833333333333;2.8
"RN372014";NA;NA;2014136;2014150;46;60;2014;"1EX15134";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"RN37";NA;NA;"RN37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";1.8;NA;NA;11.6;"17.7";NA;NA;NA;NA;13.4;13.3
"RW30A2016";NA;NA;2016133;2016154;42;56;2016;"1EX28017";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RW30A";NA;NA;"RW30A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M";2.4;NA;NA;11.6;"17.7";NA;NA;NA;NA;12.8818181818182;12.8
"RE032014";NA;NA;2014138;2014152;48;62;2014;"1EX15218";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"RE03";NA;NA;"RE03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";2;"11.2";NA;11.9;"17.7";NA;NA;NA;NA;13.54;13.3
"RN372014";NA;NA;2014136;2014150;46;60;2014;"1EX15136";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"RN37";NA;NA;"RN37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";2.2;NA;NA;11.9;"17.7";NA;NA;NA;NA;13.4;13.3
"OJ118A2015";NA;NA;2015144;2015158;NA;NA;2015;"1ET96649";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"OJ118A";NA;NA;"OJ118A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;NA;2;NA;NA;11.9;"17.7";NA;NA;NA;NA;11.18;10.6
"KT11A2016";NA;NA;2016140;2016154;49;63;2016;"1EX14754";"M";NA;NA;NA;NA;NA;NA;NA;NA;"KT11A";NA;NA;"KT11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";NA;"M";1.73;NA;11.16;11.8;"17.71";NA;NA;NA;NA;14.78;0.1
"FA352013";NA;NA;2013158;2013172;68;82;2013;"1ET97490";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FA35";"130014";0;"FA35";NA;NA;NA;NA;NA;NA;NA;NA;130014;NA;NA;NA;"1ET97490";"bsjs";"+3";"experimental nests";"enlarged";NA;NA;NA;NA;NA;NA;"17.71";NA;NA;NA;NA;14.8866666666667;19.7
"RU312013";NA;NA;2013151;2013165;61;75;2013;"1ET50611";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RU31";"130119";0;"RU31";NA;NA;NA;NA;NA;NA;NA;NA;130119;NA;NA;NA;"1ET50611";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;11.23;"17.73";NA;NA;NA;NA;14.4666666666667;20
"FP12A2016";NA;NA;2016146;2016154;55;69;2016;"1EX28148";NA;NA;NA;NA;NA;NA;NA;NA;NA;"FP12A";NA;NA;"FP12A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests";NA;NA;NA;2.4;NA;NA;9.3;"17.74";NA;NA;NA;NA;15.8;0.1
"FO13E2016";NA;NA;2016141;2016154;50;64;2016;"1EX28424";"M ";NA;NA;NA;NA;NA;NA;NA;NA;"FO13E";NA;NA;"FO13E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M ";2.8;NA;NA;11.3;"17.76";NA;NA;NA;NA;15.0714285714286;0.1
"RN142013";NA;NA;2013149;2013163;59;73;2013;"1ET96001";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RN14";"130075";0;"RN14";NA;NA;NA;NA;NA;NA;NA;NA;130075;NA;NA;"B";"1ET96001";"cs";"eggsamp";"experimental nests";"HO";NA;NA;2.8;NA;NA;12.1;"17.76";NA;NA;NA;NA;14.2466666666667;13
"OG222013";NA;NA;2013153;2013167;63;77;2013;"1ET96168";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"OG22";"130120";0;"OG22";NA;NA;NA;NA;NA;NA;NA;NA;130120;NA;NA;NA;"1ET96168";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.45;"17.8";NA;NA;NA;NA;14.2466666666667;19.5
"FK11B2016";NA;NA;2016137;2016154;46;60;2016;"1EX14489";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FK11B";NA;NA;"FK11B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M";2.1;"9.9";NA;NA;"17.83";NA;NA;NA;NA;13.6833333333333;2.8
"RW31C2016";NA;NA;2016144;2016154;53;67;2016;"1EX28495";"F";NA;NA;NA;NA;NA;NA;NA;NA;"RW31C";NA;NA;"RW31C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"F";2.8;NA;NA;NA;"18.06";NA;NA;NA;NA;15.8181818181818;0.1
"RW30A2016";NA;NA;2016133;2016154;42;56;2016;"1EX14874";"F";NA;NA;NA;NA;NA;NA;NA;NA;"RW30A";NA;NA;"RW30A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"F";1.4;"5.1";NA;6.5;"18.08";NA;NA;NA;NA;12.8818181818182;12.8
"RU522013";NA;NA;2013151;2013165;61;75;2013;"1ET50620";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RU52";"130112";0;"RU52";NA;NA;NA;NA;NA;NA;NA;NA;130112;NA;NA;NA;"1ET50620";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.21;"18.1";NA;NA;NA;NA;14.4666666666667;20
"FKIII11A2016";NA;NA;2016140;2016154;49;63;2016;"1EX14738";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FKIII11A";NA;NA;"FKIII11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M";1.9;NA;NA;11.8;"18.21";NA;NA;NA;NA;14.78;0.1
"FP59B2016";NA;NA;2016141;2016154;50;64;2016;"1EX28404";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FP59B";NA;NA;"FP59B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M";1.4;NA;NA;NA;"18.34";NA;NA;NA;NA;15.0714285714286;0.1
"RW31C2016";NA;NA;2016144;2016154;53;67;2016;"1EX28497";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RW31C";NA;NA;"RW31C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;NA;"M";3.4;NA;NA;11.6;"18.6";NA;NA;NA;NA;15.8181818181818;0.1
"OJ192C2016";NA;NA;2016138;2016154;47;61;2016;"1EX30430";"M";NA;NA;NA;NA;NA;NA;NA;NA;"OJ192C";NA;NA;"OJ192C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";NA;"M";1.9;"9.98";NA;11.7;"26.34";NA;NA;NA;NA;14.0647058823529;0.1
"OJ155B2015";NA;NA;2015140;2015154;NA;NA;2015;"1EX15486";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"OJ155B";NA;NA;"OJ155B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;NA;1.7;"6.8";NA;7.5;NA;NA;NA;NA;NA;10.5933333333333;11
"FKII82013";NA;NA;2013156;2013170;66;80;2013;"1ET97822";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FKII8";"130023";0;"FKII8";NA;NA;NA;NA;NA;NA;NA;NA;130023;NA;NA;NA;"1ET97822";NA;NA;"experimental nests";"HO";NA;NA;NA;NA;NA;7.8;NA;NA;NA;NA;NA;14.14;19.7
"SK192014";NA;NA;2014140;2014154;50;64;2014;"1EX15318";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"SK19";NA;NA;"SK19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";1.4;"7.7";NA;8.8;NA;NA;NA;NA;NA;13.4733333333333;9.6
"RW15F2013";NA;NA;2013150;2013164;60;74;2013;"1ET96044";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RW15F";"130090";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"F";"1ET96044";"eggi";"OIL";"experimental nests";"HO";NA;NA;1;NA;NA;8.9;NA;NA;NA;NA;NA;14.38;15.6
"FP79A2015";NA;NA;2015143;2015157;NA;NA;2015;"1EX15452";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FP79A";NA;NA;"FP79A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;NA;1.8;"8.4";NA;9.1;NA;NA;NA;NA;NA;11.0866666666667;10.6
"RW302014";NA;NA;2014136;2014150;46;60;2014;"1EX15058";"F";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"RW30";NA;NA;"RM33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";1.2;"6.6";NA;9.3;NA;NA;NA;NA;NA;13.4;13.3
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14904";"F";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"F";1.5;"8.3";NA;9.6;NA;NA;NA;NA;NA;13.6833333333333;2.8
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96112";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96112";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;9.7;NA;NA;NA;NA;NA;14.1266666666667;13
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14900";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"M";1.8;"8.3";NA;9.8;NA;NA;NA;NA;NA;13.6833333333333;2.8
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96116";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96116";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;9.8;NA;NA;NA;NA;NA;14.1266666666667;13
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98103";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";NA;NA;NA;11;NA;NA;NA;NA;NA;13.9466666666667;19.5
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98164";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";1.4;NA;NA;11.1;NA;NA;NA;NA;NA;14.58;19.7
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98107";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";NA;NA;NA;11.1;NA;NA;NA;NA;NA;13.9466666666667;19.5
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14498";"F";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"F";1.8;"9.5";NA;11.2;NA;NA;NA;NA;NA;13.6833333333333;2.8
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98108";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";NA;NA;NA;11.2;NA;NA;NA;NA;NA;13.9466666666667;19.5
"OJ1832013";NA;NA;2013153;2013167;63;77;2013;"1ET98072";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"OJ183";"OJ183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"F";1.6;NA;NA;11.3;NA;NA;NA;NA;NA;14.2466666666667;19.5
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96109";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96109";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;11.3;NA;NA;NA;NA;NA;14.1266666666667;13
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98171";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";2.1;NA;NA;11.4;NA;NA;NA;NA;NA;14.58;19.7
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98168";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";2.4;NA;NA;11.4;NA;NA;NA;NA;NA;14.58;19.7
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96113";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96113";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;11.45;NA;NA;NA;NA;NA;14.1266666666667;13
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98166";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";1.7;NA;NA;11.5;NA;NA;NA;NA;NA;14.58;19.7
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98167";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";2.3;NA;NA;11.5;NA;NA;NA;NA;NA;14.58;19.7
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14499";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"M";1.8;"9.9";NA;11.6;NA;NA;NA;NA;NA;13.6833333333333;2.8
"OJ1832013";NA;NA;2013153;2013167;63;77;2013;"1ET98074";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"OJ183";"OJ183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"F";0.9;NA;NA;11.6;NA;NA;NA;NA;NA;14.2466666666667;19.5
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98169";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";2.3;NA;NA;11.6;NA;NA;NA;NA;NA;14.58;19.7
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96110";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96110";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;11.6;NA;NA;NA;NA;NA;14.1266666666667;13
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14901";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"M";2;NA;NA;11.7;NA;NA;NA;NA;NA;13.6833333333333;2.8
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98109";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";NA;NA;NA;11.7;NA;NA;NA;NA;NA;13.9466666666667;19.5
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14907";"F";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"F";1.1;NA;NA;11.8;NA;NA;NA;NA;NA;13.6833333333333;2.8
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50977";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";1.9;NA;NA;11.8;NA;NA;NA;NA;NA;14.3733333333333;22.1
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98172";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";2.2;NA;NA;11.9;NA;NA;NA;NA;NA;14.58;19.7
"FK302013";NA;NA;2013157;2013171;67;81;2013;"1ET98170";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK30";"FK30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";2.6;NA;NA;11.9;NA;NA;NA;NA;NA;14.58;19.7
"OJ1832013";NA;NA;2013153;2013167;63;77;2013;"1ET98071";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"OJ183";"OJ183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"F";1.4;NA;NA;12;NA;NA;NA;NA;NA;14.2466666666667;19.5
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50976";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";3.7;NA;NA;12.1;NA;NA;NA;NA;NA;14.3733333333333;22.1
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96107";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96107";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.16;NA;NA;NA;NA;NA;14.1266666666667;13
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50979";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";3.3;NA;NA;12.2;NA;NA;NA;NA;NA;14.3733333333333;22.1
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98105";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";NA;NA;NA;12.2;NA;NA;NA;NA;NA;13.9466666666667;19.5
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96108";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96108";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.3;NA;NA;NA;NA;NA;14.1266666666667;13
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96114";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96114";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.3;NA;NA;NA;NA;NA;14.1266666666667;13
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98110";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"M";NA;NA;NA;12.3;NA;NA;NA;NA;NA;13.9466666666667;19.5
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50978";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";3.1;NA;NA;12.6;NA;NA;NA;NA;NA;14.3733333333333;22.1
"OJ1832013";NA;NA;2013153;2013167;63;77;2013;"1ET98073";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"OJ183";"OJ183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";1.6;NA;NA;12.7;NA;NA;NA;NA;NA;14.2466666666667;19.5
"SP642013";NA;NA;2013147;2013161;57;71;2013;"1ET96111";NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"SP64";"130107";0;"SP64";NA;NA;NA;NA;NA;NA;NA;NA;130107;NA;NA;NA;"1ET96111";NA;NA;"CONTROL NESTS";NA;NA;NA;NA;NA;NA;12.7;NA;NA;NA;NA;NA;14.1266666666667;13
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50980";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";2.4;NA;NA;12.8;NA;NA;NA;NA;NA;14.3733333333333;22.1
"RE39B2013";NA;NA;2013152;2013166;62;76;2013;"1ET50981";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RE39B";"RE39B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;"M";3.6;NA;NA;12.9;NA;NA;NA;NA;NA;14.3733333333333;22.1
"GR052015";NA;NA;2015139;2015153;NA;NA;2015;"1ET96724";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"GR05";NA;NA;"GR05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";NA;NA;1.3;"8.3";NA;NA;NA;NA;NA;NA;NA;10.0866666666667;13
"BK222013";NA;NA;2013154;2013168;64;78;2013;"1ET98111";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BK22";"BK22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FLEAS";NA;"experimental nests";"FLEAS";NA;"F";NA;NA;NA;NA;NA;NA;NA;NA;NA;13.9466666666667;19.5
"AL.28A2016";NA;NA;2016137;2016154;46;60;2016;"1EX14906";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.28A";NA;NA;"AL.28A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;NA;"M";1.5;"9.1";NA;NA;NA;NA;NA;NA;NA;13.6833333333333;2.8
