"KOD";"CODESTART";"CODEEND";"CS";"RINGM";"MAGE";"FAGE";"X4CAT";"MTARS";"MMASS";"FMASS";"FTARS";"FRING";"EPP";"LD";"EPC";"BOX";"BOX.ID";"YEAR";"GS";"FAGE2";"Brood.size";"Number.of.EPY";"procent";"TEMP_BROOD14_mean";"PRCP_BROOD14_sum";"TEMP_BROOD14_min";"TEMP_BROOD14_max";"TEMP_BROOD14_var";"PRCP_BROOD14_min";"PRCP_BROOD14_max";"PRCP_BROOD14_var";"TEMP_BROOD30_mean";"PRCP_BROOD30_sum";"TEMP_BROOD30_min";"TEMP_BROOD30_max";"TEMP_BROOD30_var";"PRCP_BROOD30_min";"PRCP_BROOD30_max";"PRCP_BROOD30_var";"PCA14_2";"PCA14_1";"PCA30_1";"PCA30_2"
"RE32012";2012103;2012117;13;NA;NA;"2";NA;NA;NA;16.9;10.8;"1ET42558";"WPY";26;0;"RE3";"2012RE3";2012;NA;"YEARLING";13;0;0;5.64666666666667;31.9;3.7;10.5;3.87409523809524;0;9.2;12.726380952381;4.20322580645161;49.9;-0.4;10.5;7.58498924731183;0;9.2;7.98690322580645;2.15473769882807;0.776408263026344;0.280328724184217;1.61333293375217
"BS462012";2012104;2012118;11;"1ET42553";"2";"2";"YY";17.1;11.1;16.9;10.7;"1ER03201";"WPY";27;0;"BS46";"2012BS46";2012;-0.112510256;"YEARLING";10;0;0;5.96666666666667;30.7;3.7;10.7;5.58380952380952;0;9.2;12.9812380952381;4.29354838709677;49.9;-0.4;10.7;8.52795698924731;0;9.2;7.98690322580645;1.82907534313253;1.13344278184685;0.468797598734309;1.62656338199171
"FA82012";2012104;2012118;12;"1ET42608";"2";"2";"YY";16.73;11.5;16.5;10.2;"1ET42609";"WPY";27;0;"FA8";"2012FA8";2012;NA;"YEARLING";9;0;0;5.96666666666667;30.7;3.7;10.7;5.58380952380952;0;9.2;12.9812380952381;4.29354838709677;49.9;-0.4;10.7;8.52795698924731;0;9.2;7.98690322580645;1.82907534313253;1.13344278184685;0.468797598734309;1.62656338199171
"OL102012";2012104;2012118;12;"1ET42141";"2";"P2";"YO";17.75;12.1;15.86;10.9;"1EP48329";"WPY";27;0;"OL10";"2012OL10";2012;0.157385071;"OLDER";12;0;0;5.96666666666667;30.7;3.7;10.7;5.58380952380952;0;9.2;12.9812380952381;4.29354838709677;49.9;-0.4;10.7;8.52795698924731;0;9.2;7.98690322580645;1.82907534313253;1.13344278184685;0.468797598734309;1.62656338199171
"OJ1342012";2012104;2012118;12;"1ET42264";"2";"2";"YY";16.7;11.4;16.67;11.8;"1ET42265";"EPY";27;1;"OJ134";"2012OJ134";2012;NA;"YEARLING";11;2;18.18181818;5.96666666666667;30.7;3.7;10.7;5.58380952380952;0;9.2;12.9812380952381;4.29354838709677;49.9;-0.4;10.7;8.52795698924731;0;9.2;7.98690322580645;1.82907534313253;1.13344278184685;0.468797598734309;1.62656338199171
"BJ92012";2012104;2012118;13;"1ET41498";"2";"P2";"YO";16.59;11.2;16.65;10.7;"1ET41497";"WPY";27;0;"BJ9";"2012BJ9";2012;-0.072563964;"OLDER";13;0;0;5.96666666666667;30.7;3.7;10.7;5.58380952380952;0;9.2;12.9812380952381;4.29354838709677;49.9;-0.4;10.7;8.52795698924731;0;9.2;7.98690322580645;1.82907534313253;1.13344278184685;0.468797598734309;1.62656338199171
"BJ282012";2012105;2012119;11;"1ET41531";"2";"2";"YY";15.9;10.8;15.93;9.8;"1ET41532";"EPY";28;1;"BJ28";"2012BJ28";2012;-0.02289597;"YEARLING";11;1;9.090909091;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"FA292012";2012105;2012119;11;"1ER02567";"2";"P2";"YO";16.55;11.7;15.73;10.9;"1ET42031";"EPY";28;1;"FA29";"2012FA29";2012;-0.018497934;"OLDER";11;4;36.36363636;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"TU982012";2012105;2012119;11;"1ET42515";"2";NA;NA;17.29;11.9;NA;NA;NA;"WPY";28;0;"TU98";"2012TU98";2012;0.098565083;NA;3;0;0;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"BJ132012";2012105;2012119;12;"1ET41529";"2";"2";"YY";16.58;10.8;15.6;10;"1ER03530";"EPY";28;1;"BJ13";"2012BJ13";2012;-0.029475679;"YEARLING";10;1;10;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"BJ212012";2012105;2012119;12;"1ET41534";"2";"2";"YY";16.65;11.7;16.29;11;"1ET41533";"WPY";28;0;"BJ21";"2012BJ21";2012;-0.152248509;"YEARLING";12;0;0;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"RN262012";2012105;2012119;12;"1ER02994";"2";"2";"YY";17.36;12;17.07;11.4;"1ER02993";"WPY";28;0;"RN26";"2012RN26";2012;0.099116182;"YEARLING";11;0;0;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"GR612012";2012105;2012119;12;"1ET42510";"2";NA;NA;17.72;11.2;NA;NA;NA;"WPY";28;0;"GR61";"2012GR61";2012;-0.000508412;NA;3;0;0;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"TU23B2012";2012105;2012119;13;"1ER03600";"P2";"P2";"OO";16.99;11.5;16.94;11.1;"1ER03694";"EPY";28;1;"TU23B";"2012TU23B";2012;0.027000812;"OLDER";10;1;10;6.36;22.7;3.7;10.7;6.07828571428571;0;8.4;9.07266666666667;4.3741935483871;48.1;-0.4;10.7;9.21397849462365;0;9.2;7.92458064516129;0.897321908345401;0.781748943031804;0.516847767792085;1.63335642494495
"FP172012";2012106;2012120;9;"1ET42002";"2";"P2";"YO";17.37;12.5;16.18;10.9;"1ET42003";"EPY";29;1;"FP17";"2012FP17";2012;-0.055692711;"OLDER";3;1;33.33333333;6.68666666666667;22.7;3.7;10.7;6.51695238095238;0;8.4;9.07266666666667;4.50645161290323;47.6;-0.4;10.7;10.0639569892473;0;9.2;7.96769892473118;0.765492723416877;0.943783432336066;0.646161183280906;1.6420161465084
"TU42012";2012106;2012120;13;"1ER02799";"2";"P2";"YO";17.15;10.8;17.12;10.5;"1ER03637";"EPY";29;1;"TU4";"2012TU4";2012;-0.055692711;"OLDER";13;3;23.07692308;6.68666666666667;22.7;3.7;10.7;6.51695238095238;0;8.4;9.07266666666667;4.50645161290323;47.6;-0.4;10.7;10.0639569892473;0;9.2;7.96769892473118;0.765492723416877;0.943783432336066;0.646161183280906;1.6420161465084
"RE48B2012";2012106;2012120;10;NA;NA;"2";NA;NA;NA;15.6;10.2;"1ER02701";"WPY";29;0;"RE48B";"2012RE48B";2012;0.026987914;"YEARLING";10;0;0;6.68666666666667;22.7;3.7;10.7;6.51695238095238;0;8.4;9.07266666666667;4.50645161290323;47.6;-0.4;10.7;10.0639569892473;0;9.2;7.96769892473118;0.765492723416877;0.943783432336066;0.646161183280906;1.6420161465084
"FO122012";2012106;2012120;12;"1EL96728";"P2";"P2";"OO";17.4;11.8;17.3;11.3;"1ER03700";"EPY";29;1;"FO12";"2012FO12";2012;NA;"OLDER";3;1;33.33333333;6.68666666666667;22.7;3.7;10.7;6.51695238095238;0;8.4;9.07266666666667;4.50645161290323;47.6;-0.4;10.7;10.0639569892473;0;9.2;7.96769892473118;0.765492723416877;0.943783432336066;0.646161183280906;1.6420161465084
"FA102012";2012107;2012121;10;"1ER03133";"2";"2";"YY";17.67;12.2;16.56;10.3;"1ET41597";"EPY";30;1;"FA10";"2012FA10";2012;0.026987914;"YEARLING";10;3;30;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"BJ172012";2012107;2012121;10;"1ET42099";"2";"2";"YY";17.5;12;16.31;NA;"1ET42098";"WPY";30;0;"BJ17";"2012BJ17";2012;-0.072563964;"YEARLING";3;0;0;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"TU36B2012";2012107;2012121;11;"1ET41499";"2";"2";"YY";17.46;11.2;15.69;10.7;"1ET41557";"EPY";30;1;"TU36B";"2012TU36B";2012;0.244819107;"YEARLING";11;1;9.090909091;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"RN182012";2012107;2012121;11;"1ET42604";"2";"2";"YY";17.3;11.3;17.13;11.1;"1ET42603";"EPY";30;1;"RN18";"2012RN18";2012;NA;"YEARLING";11;1;9.090909091;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"RO112012";2012107;2012121;13;"1ER03271";"2";"2";"YY";17.1;11.9;17.04;NA;"1ER02939";"EPY";30;1;"RO11";"2012RO11";2012;0.045366344;"YEARLING";13;4;30.76923077;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"RO1B2012";2012107;2012121;11;"1ER03098";"P2";"P2";"OO";17.5;11.6;16.7;11.6;"1ER02745";"WPY";30;0;"RO1B";"2012RO1B";2012;0.032419111;"OLDER";11;0;0;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"RO15C2012";2012107;2012121;13;"1EP47371";"P2";"P2";"OO";17.15;10.5;17.09;9.7;"1EP46483";"WPY";30;0;"RO15C";"2012RO15C";2012;NA;"OLDER";11;0;0;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"RE41D2012";2012107;2012121;13;"1EP46492";"P2";"2";"OY";18.06;11.3;16.04;10.1;"1ER02933";"EPY";30;1;"RE41D";"2012RE41D";2012;0.030861711;"YEARLING";13;1;7.692307692;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"AN282012";2012107;2012121;13;"1ER03665";"P2";"2";"OY";17.13;12.2;15.87;10.7;"1ET41578";"EPY";30;1;"AN28";"2012AN28";2012;-0.072563964;"YEARLING";13;3;23.07692308;7.13333333333333;22.7;3.7;10.7;6.84238095238095;0;8.4;9.07266666666667;4.71612903225806;47;-0.4;10.7;11.2507311827957;0;9.2;8.0167311827957;0.610691229647663;1.12950610640109;0.833283798868175;1.63986989799188
"FP71B2012";2012108;2012122;10;"1ET42198";"2";"2";"YY";17;11.7;17.4;10.8;"1ET42197";"EPY";31;1;"FP71B";"2012FP71B";2012;0.032419111;"YEARLING";3;3;100;7.27333333333333;22.7;3.7;10.7;6.70638095238095;0;8.4;9.07266666666667;4.94193548387097;45.7;-0.4;10.7;11.0038494623656;0;9.2;8.08997849462366;0.584250980809723;1.15663442546271;0.812813093291886;1.4603547835044
"FO532012";2012108;2012122;12;"1ET42971";"P2";"P2";"OO";16.6;10.4;17.1;10.7;"1ET42972";"WPY";31;0;"FO53";"2012FO53";2012;NA;"OLDER";12;0;0;7.27333333333333;22.7;3.7;10.7;6.70638095238095;0;8.4;9.07266666666667;4.94193548387097;45.7;-0.4;10.7;11.0038494623656;0;9.2;8.08997849462366;0.584250980809723;1.15663442546271;0.812813093291886;1.4603547835044
"FK1B2012";2012108;2012122;12;"1ET42981";"P2";"P2";"OO";17.7;11.5;16.34;10.8;"1ER03706";"WPY";31;0;"FK1B";"2012FK1B";2012;0.045366344;"OLDER";12;0;0;7.27333333333333;22.7;3.7;10.7;6.70638095238095;0;8.4;9.07266666666667;4.94193548387097;45.7;-0.4;10.7;11.0038494623656;0;9.2;8.08997849462366;0.584250980809723;1.15663442546271;0.812813093291886;1.4603547835044
"KT142012";2012109;2012123;9;"1ET41536";"2";"P2";"YO";16.72;10.8;16.53;10.6;"1ER02201";"WPY";32;0;"KT14";"2012KT14";2012;NA;"OLDER";9;0;0;7.5;22.7;3.7;10.7;5.74142857142857;0;8.4;9.07266666666667;5.14838709677419;43.9;-0.4;10.7;10.515247311828;0;9.2;8.15539784946236;0.610535654650268;1.10328910489897;0.740568384974629;1.26007974390542
"OL162012";2012109;2012123;11;"1ET42600";"2";"2";"YY";16.67;11.2;NA;11.8;"1ET42601";"WPY";32;0;"OL16";"2012OL16";2012;0.157385071;"YEARLING";10;0;0;7.5;22.7;3.7;10.7;5.74142857142857;0;8.4;9.07266666666667;5.14838709677419;43.9;-0.4;10.7;10.515247311828;0;9.2;8.15539784946236;0.610535654650268;1.10328910489897;0.740568384974629;1.26007974390542
"FP48B2012";2012109;2012123;11;"1ET42969";"2";"P2";"YO";18.4;11.7;16.9;NA;"1ER03324";"WPY";32;0;"FP48B";"2012FP48B";2012;NA;"OLDER";10;0;0;7.5;22.7;3.7;10.7;5.74142857142857;0;8.4;9.07266666666667;5.14838709677419;43.9;-0.4;10.7;10.515247311828;0;9.2;8.15539784946236;0.610535654650268;1.10328910489897;0.740568384974629;1.26007974390542
"RN112012";2012109;2012123;12;"1EP47388";"P2";"2";"OY";17.29;11.2;17.13;10.7;"1ER02992";"EPY";32;1;"RN11";"2012RN11";2012;-0.024280924;"YEARLING";9;1;11.11111111;7.5;22.7;3.7;10.7;5.74142857142857;0;8.4;9.07266666666667;5.14838709677419;43.9;-0.4;10.7;10.515247311828;0;9.2;8.15539784946236;0.610535654650268;1.10328910489897;0.740568384974629;1.26007974390542
"OJ1312012";2012109;2012123;12;"1ER03634";"P2";"2";"OY";16.31;11.7;15.95;11.5;"1ET42877";"WPY";32;0;"OJ131";"2012OJ131";2012;0.053149102;"YEARLING";9;0;0;7.5;22.7;3.7;10.7;5.74142857142857;0;8.4;9.07266666666667;5.14838709677419;43.9;-0.4;10.7;10.515247311828;0;9.2;8.15539784946236;0.610535654650268;1.10328910489897;0.740568384974629;1.26007974390542
"OL112012";2012110;2012124;10;"1ET42143";"2";"2";"YY";17.2;12.2;17.21;11.1;"1ET42142";"WPY";33;0;"OL11";"2012OL11";2012;-0.093578479;"YEARLING";3;0;0;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"FA412012";2012110;2012124;10;"1ER02935";"2";"2";"YY";16.8;NA;16.59;11.4;"1ER02934";"WPY";33;0;"FA41";"2012FA41";2012;0.030861711;"YEARLING";10;0;0;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"AN172012";2012110;2012124;11;"1ET42985";"2";"2";"YY";17;11.2;16.17;9.7;"1ET42856";"WPY";33;0;"AN17";"2012AN17";2012;NA;"YEARLING";11;0;0;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"KT92012";2012110;2012124;11;"1EP48121";"2";"2";"YY";17.06;11.6;16.44;10.9;"1ET42735";"EPY";33;1;"KT9";"2012KT9";2012;NA;"YEARLING";10;2;20;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"FO2C2012";2012110;2012124;12;"1ET41775";"2";"2";"YY";17.7;11;16.7;10.7;"1ET41776";"WPY";33;0;"FO2C";"2012FO2C";2012;NA;"YEARLING";12;0;0;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"RM32012";2012110;2012124;9;"1ET41563";"P2";"2";"OY";16.65;11;16.28;11.3;"1ET41564";"WPY";33;0;"RM3";"2012RM3";2012;-0.111455438;"YEARLING";9;0;0;7.85333333333333;22.7;4.1;10.7;4.73695238095238;0;8.4;9.07266666666667;5.41935483870968;43.9;-0.4;10.7;10.2442795698925;0;9.2;8.15539784946236;0.522832654352326;1.20582213918937;0.75642994155724;1.06442735396528
"FKIII72012";2012111;2012125;10;"1ET41598";"2";"2";"YY";16.62;11.6;16.18;11.3;"1ET41577";"WPY";34;0;"FKIII7";"2012FKIII7";2012;NA;"YEARLING";7;0;0;7.91333333333333;16.8;4.1;10.7;4.46266666666667;0;8.2;5.58885714285714;5.61612903225806;45.6;-0.4;10.7;9.28139784946237;0;9.2;8.17879569892473;-0.0489827938038868;0.779636646490627;0.717722997504308;0.856055496025606
"OJ1332012";2012113;2012127;8;"1ER03319";"P2";"2";"OY";17.1;11.3;16.7;10.8;"1ER03318";"WPY";36;0;"OJ133";"2012OJ133";2012;-0.018497934;"YEARLING";3;0;0;8.30666666666667;11.9;4.6;10.7;3.49209523809524;0;8.2;4.67780952380952;6.03548387096774;45.6;0;10.7;8.07903225806452;0;9.2;8.17879569892473;-0.495537590894176;0.740330206336554;0.610255544506546;0.324106350847585
"RW362012";2012114;2012128;11;"1ET42512";"2";NA;NA;17.05;10.1;NA;NA;NA;"WPY";37;0;"RW36";"2012RW36";2012;NA;NA;9;0;0;8.17333333333333;11.9;4.6;10.7;3.78923809523809;0;8.2;4.67780952380952;6.11935483870968;38.3;0;10.7;7.87494623655914;0;9.2;7.06103225806452;-0.485906675764199;0.736385087346451;0.267978854769236;0.162469695660894
"FKII52012";2012118;2012132;13;"1ET50495";"2";"P2";"YO";16.89;11.6;17.19;11.4;"1ER03342";"WPY";41;0;"FKII5";"2012FKII5";2012;NA;"OLDER";3;0;0;8.95333333333333;10.4;4.6;13.3;6.22409523809524;0;6.2;2.79780952380952;7.26129032258065;42.3;3.7;13.3;7.49245161290323;0;9.2;7.82236559139785;-1.75351415369426;1.54789597738929;0.962574284983864;-2.3184852174477
"SK16";2013109;2013123;9;"1ET50692";"P2";"P2";"OO";16.9;11.2;10.7;16.6;"1ER02054";"WPY";33;0;"SK16";"";2013;NA;"";NA;NA;NA;6.34666666666667;9.3;4.3;8.4;1.9212380952381;0;3.9;1.506;4.41612903225806;22.6;-2.5;10;11.4613978494624;0;12.1;5.27412903225806;-0.117562177609836;-1.33389846088587;0.0415668957815862;2.40883340186595
"FA23B";2013111;2013125;11;"1ER02567";"P2";"P2";"OO";16.5;NA;11.3;16.4;"1ET50839";"WPY";35;0;"FA23B";"";2013;NA;"";NA;NA;NA;6.69333333333333;9.3;4.6;10.1;2.44352380952381;0;3.9;1.506;5;22.6;-2.5;10.1;10.6473333333333;0;12.1;5.27412903225806;-0.604523788315801;-0.68715406575358;0.0670475481432198;1.94321044429808
"RN40";2013111;2013125;11;"1ET98200";"P2";"P2";"OO";16.5;11.5;10.4;16.6;"1ET50840";"WPY";35;0;"RN40";"";2013;NA;"";NA;NA;NA;6.69333333333333;9.3;4.6;10.1;2.44352380952381;0;3.9;1.506;5;22.6;-2.5;10.1;10.6473333333333;0;12.1;5.27412903225806;-0.604523788315801;-0.68715406575358;0.0670475481432198;1.94321044429808
"RM062013";2013111;2013125;13;"1ET41563";"P2";"2";"OY";16.8;11.1;10.7;16.6;"1ET50841";"EPP";35;1;"RM06";"";2013;NA;"";NA;NA;NA;6.69333333333333;9.3;4.6;10.1;2.44352380952381;0;3.9;1.506;5;22.6;-2.5;10.1;10.6473333333333;0;12.1;5.27412903225806;-0.604523788315801;-0.68715406575358;0.0670475481432198;1.94321044429808
"OL132013";2013112;2013126;12;"1ET98203";"2";"P2";"YO";16.5;11;11.2;16.7;"1ET50850";"EPP";36;1;"OL13";"";2013;NA;"";NA;NA;NA;7.04666666666667;9.3;4.9;10.1;2.7312380952381;0;3.9;1.506;5.27741935483871;22.6;-2.5;10.1;10.9118064516129;0;12.1;5.27412903225806;-0.791526038070501;-0.445964756830392;0.156053945483259;1.80331347768192
"GR51";2013112;2013126;11;"1EP46449";"P2";"P2";"OO";16.5;11.6;10.9;16.5;"1ET42556";"WPY";36;0;"GR51";"";2013;NA;"";NA;NA;NA;7.04666666666667;9.3;4.9;10.1;2.7312380952381;0;3.9;1.506;5.27741935483871;22.6;-2.5;10.1;10.9118064516129;0;12.1;5.27412903225806;-0.791526038070501;-0.445964756830392;0.156053945483259;1.80331347768192
"RN202013";2013113;2013127;9;"1ET98202";"2";"2";"YY";18;11.4;11.6;16.6;"1ET50843";"EPP";37;1;"RN20";"";2013;NA;"";NA;NA;NA;7.47333333333333;9.3;4.9;12.1;4.23066666666667;0;3.9;1.506;5.67096774193548;22.6;-2.5;12.1;11.3394623655914;0;12.1;5.27412903225806;-1.37914132372152;0.330268466588265;0.733644219708936;1.24320268912381
"OL052013";2013113;2013127;11;"1ET98206";"2";"P2";"YO";17;11.5;10.2;16.7;"1ET50842";"EPP";37;1;"OL05";"";2013;NA;"";NA;NA;NA;7.47333333333333;9.3;4.9;12.1;4.23066666666667;0;3.9;1.506;5.67096774193548;22.6;-2.5;12.1;11.3394623655914;0;12.1;5.27412903225806;-1.37914132372152;0.330268466588265;0.733644219708936;1.24320268912381
"GR19";2013114;2013128;10;"1ET42510";"P2";"2";"OY";16.5;10.9;10.6;16.7;"1ET50845";"WPY";38;0;"GR19";"";2013;NA;"";NA;NA;NA;7.68;21.8;4.9;12.1;5.19314285714286;0;13;11.708380952381;5.99677419354839;35.6;-2.5;12.1;11.6196559139785;0;13;10.0939139784946;0.692818129438368;2.29880983269708;1.79505724269236;1.23986384518085
"RO252013";2013114;2013128;12;"1ET50838";"P2";"P2";"OO";17.2;11.6;10.3;16.1;"1ET42993";"EPP";38;1;"RO25";"";2013;NA;"";NA;NA;NA;7.68;21.8;4.9;12.1;5.19314285714286;0;13;11.708380952381;5.99677419354839;35.6;-2.5;12.1;11.6196559139785;0;13;10.0939139784946;0.692818129438368;2.29880983269708;1.79505724269236;1.23986384518085
"RW312013";2013114;2013128;12;"1ET42512";"P2";"P2";"OO";17.3;11.6;11.4;16.6;"1ET50849";"EPP";38;1;"RW31";"";2013;NA;"";NA;NA;NA;7.68;21.8;4.9;12.1;5.19314285714286;0;13;11.708380952381;5.99677419354839;35.6;-2.5;12.1;11.6196559139785;0;13;10.0939139784946;0.692818129438368;2.29880983269708;1.79505724269236;1.23986384518085
"SK252013";2013115;2013129;11;"1ET98207";"2";"P2";"YO";16.9;12.1;10.1;16.5;"1ET50394";"EPP";39;1;"SK25";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"FKII6";2013115;2013129;11;"1ET41380";"2";"P2";"YO";17.6;11.7;11.6;16.5;"1ET50846";"WPY";39;0;"FKII06";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"FKN7";2013115;2013129;11;"1ET50056";"2";"2";"YY";16.4;11.1;10.5;16.8;"1ET50847";"WPY";39;0;"FKN07";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"FO2C";2013115;2013129;12;"1ET98204";"2";"2";"YY";16.7;10.2;10.6;16;"1ET50852";"WPY";39;0;"FO02C";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"SK27";2013115;2013129;12;"1ET98208";"2";"2";"YY";17.2;12.1;11.3;16.7;"1ET50851";"WPY";39;0;"SK27";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"FO50";2013115;2013129;10;"1ET98201";"P2";"P2";"OO";16.4;10.7;11.7;16.1;"1ET50844";"WPY";39;0;"FO50";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"BS47";2013115;2013129;12;"1ET98212";"P2";"2";"OY";17.5;10.8;9.7;15.8;"1ET50121";"WPY";39;0;"BS47";"";2013;NA;"";NA;NA;NA;8.06666666666667;19.6;4.9;13.7;7.61809523809524;0;13;11.576380952381;6.4741935483871;36.3;-2.5;13.7;11.683311827957;0;13;10.0561290322581;-0.0290559869838983;3.02861838211573;2.2678715550947;0.669076928405379
"AN222013";2013116;2013130;11;"1ET50557";"2";"P2";"YO";16.9;10.3;10.7;17;"1ET42502";"EPP";40;1;"AN22";"";2013;NA;"";NA;NA;NA;8.34666666666667;15.7;4.9;13.7;8.75409523809524;0;13;11.1455238095238;6.94838709677419;36.3;0;13.7;9.85924731182796;0;13;10.0561290322581;-0.44916415406779;3.13656006952306;1.94642819045385;-0.710422941559415
