"KOD";"CODESTART";"CODEEND";"CS";"RINGM";"MAGE";"FAGE";"X4CAT";"MTARS";"MMASS";"FMASS";"FTARS";"FRING";"EPP";"LD";"EPC";"BOX";"BOX.ID";"YEAR";"GS";"FAGE2";"Brood.size";"Number.of.EPY";"procent";"TEMP_BROOD14_mean";"PRCP_BROOD14_sum";"TEMP_BROOD14_min";"TEMP_BROOD14_max";"TEMP_BROOD14_var";"PRCP_BROOD14_min";"PRCP_BROOD14_max";"PRCP_BROOD14_var";"TEMP_BROOD30_mean";"PRCP_BROOD30_sum";"TEMP_BROOD30_min";"TEMP_BROOD30_max";"TEMP_BROOD30_var";"PRCP_BROOD30_min";"PRCP_BROOD30_max";"PRCP_BROOD30_var";"PCA14_2";"PCA14_1";"PCA30_1";"PCA30_2"
"FP09A2013";2013116;2013130;11;"1ET98210";"P2";"P2";"OO";17.8;12.4;11.3;17.3;"1EP48367";"EPP";40;1;"FP09A";"";2013;NA;"";NA;NA;NA;8.34666666666667;15.7;4.9;13.7;8.75409523809524;0;13;11.1455238095238;6.94838709677419;36.3;0;13.7;9.85924731182796;0;13;10.0561290322581;-0.44916415406779;3.13656006952306;1.94642819045385;-0.710422941559415
"BS48";2013116;2013130;12;"1ET98180";"P2";"P2";"OO";16.6;10.8;10.6;16.7;"1ET50856";"WPY";40;0;"BS48";"";2013;NA;"";NA;NA;NA;8.34666666666667;15.7;4.9;13.7;8.75409523809524;0;13;11.1455238095238;6.94838709677419;36.3;0;13.7;9.85924731182796;0;13;10.0561290322581;-0.44916415406779;3.13656006952306;1.94642819045385;-0.710422941559415
"FP16";2013117;2013131;10;"1ET98211";"2";"2";"YY";17.3;10.3;11.5;16.8;"1ET50854";"WPY";41;0;"FP16A";"";2013;NA;"";NA;NA;NA;8.72666666666667;15.7;4.9;13.7;8.43923809523809;0;13;11.1455238095238;7.29354838709677;36.3;0;13.7;8.80995698924731;0;13;10.0561290322581;-0.525966712132422;3.21728389883185;1.87207992461302;-1.038147854367
"GR7";2013117;2013131;11;"1ET98205";"2";"P2";"YO";17.4;11.6;10.6;17.5;"1ET50855";"WPY";41;0;"GR07";"";2013;NA;"";NA;NA;NA;8.72666666666667;15.7;4.9;13.7;8.43923809523809;0;13;11.1455238095238;7.29354838709677;36.3;0;13.7;8.80995698924731;0;13;10.0561290322581;-0.525966712132422;3.21728389883185;1.87207992461302;-1.038147854367
"FP63";2013117;2013131;11;"1ET42198";"P2";"2";"OY";17.2;11.4;10.2;16;"1ET41389";"WPY";41;0;"FP63A";"";2013;NA;"";NA;NA;NA;8.72666666666667;15.7;4.9;13.7;8.43923809523809;0;13;11.1455238095238;7.29354838709677;36.3;0;13.7;8.80995698924731;0;13;10.0561290322581;-0.525966712132422;3.21728389883185;1.87207992461302;-1.038147854367
"FK07C2013";2013117;2013131;12;"1ER03269";"P2";"P2";"OO";17.8;12.2;11.4;16.1;"1ET50864";"EPP";41;1;"FK07C";"";2013;NA;"";NA;NA;NA;8.72666666666667;15.7;4.9;13.7;8.43923809523809;0;13;11.1455238095238;7.29354838709677;36.3;0;13.7;8.80995698924731;0;13;10.0561290322581;-0.525966712132422;3.21728389883185;1.87207992461302;-1.038147854367
"OJ2132013";2013118;2013132;12;"1ET98182";"2";"2";"YY";16.9;10.3;11;16.9;"1ET50867";"EPP";42;1;"OJ213";"";2013;NA;"";NA;NA;NA;9.03333333333333;14;4.9;13.7;7.92666666666667;0;13;11.1795238095238;7.62903225806452;36.3;3.5;13.7;7.24212903225806;0;13;10.0561290322581;-0.651088799360803;3.20728279450402;1.49112455806131;-2.65903584911311
"FO18C2013";2013118;2013132;11;"1ET41697";"P2";"P2";"OO";18.2;11.3;11.7;17.4;"1ET50858";"EPP";42;1;"FO18C";"";2013;NA;"";NA;NA;NA;9.03333333333333;14;4.9;13.7;7.92666666666667;0;13;11.1795238095238;7.62903225806452;36.3;3.5;13.7;7.24212903225806;0;13;10.0561290322581;-0.651088799360803;3.20728279450402;1.49112455806131;-2.65903584911311
"BS682013";2013119;2013133;9;"1ET42317";"2";"P2";"YO";16.4;10.5;11.3;17;"1ET42973";"EPP";43;1;"BS68";"";2013;NA;"";NA;NA;NA;9.42666666666667;14;5.1;13.7;6.76352380952381;0;13;11.1795238095238;7.86451612903226;24.2;4.3;13.7;6.95169892473118;0;13;5.96294623655914;-0.694072787908076;3.24170676283491;0.663919834331849;-3.27650670675374
"FK12B";2013119;2013133;10;"1ET98179";"2";"2";"YY";17.4;11.7;10.8;16.8;"1ER02976";"WPY";43;0;"FK12B";"";2013;NA;"";NA;NA;NA;9.42666666666667;14;5.1;13.7;6.76352380952381;0;13;11.1795238095238;7.86451612903226;24.2;4.3;13.7;6.95169892473118;0;13;5.96294623655914;-0.694072787908076;3.24170676283491;0.663919834331849;-3.27650670675374
"RO5B";2013119;2013133;12;"1ET98197";"2";"2";"YY";17.5;11;11;16.4;"1ET50865";"WPY";43;0;"RO05B";"";2013;NA;"";NA;NA;NA;9.42666666666667;14;5.1;13.7;6.76352380952381;0;13;11.1795238095238;7.86451612903226;24.2;4.3;13.7;6.95169892473118;0;13;5.96294623655914;-0.694072787908076;3.24170676283491;0.663919834331849;-3.27650670675374
"PS11";2013119;2013133;9;"1ET42995";"P2";"P2";"OO";17.8;12.1;11.7;17.2;"1EP46485";"WPY";43;0;"PS11";"";2013;NA;"";NA;NA;NA;9.42666666666667;14;5.1;13.7;6.76352380952381;0;13;11.1795238095238;7.86451612903226;24.2;4.3;13.7;6.95169892473118;0;13;5.96294623655914;-0.694072787908076;3.24170676283491;0.663919834331849;-3.27650670675374
"RN46";2013120;2013134;9;"1ET98209";"2";"2";"YY";17.2;11.5;11.3;17;"1ET50868";"WPY";44;0;"RN46";"";2013;NA;"";NA;NA;NA;9.64;15.8;6.1;13.7;5.46828571428571;0;13;11.2326666666667;7.98709677419355;26.3;4.3;13.7;6.56516129032258;0;13;5.99591397849462;-0.740538125201965;3.49201266099126;0.701107955395931;-3.3708029074979
"FO19C";2013120;2013134;12;"1ET50063";"2";"2";"YY";16.8;11.2;10.8;16.7;"1ET50862";"WPY";44;0;"FO19C";"";2013;NA;"";NA;NA;NA;9.64;15.8;6.1;13.7;5.46828571428571;0;13;11.2326666666667;7.98709677419355;26.3;4.3;13.7;6.56516129032258;0;13;5.99591397849462;-0.740538125201965;3.49201266099126;0.701107955395931;-3.3708029074979
"RO23";2013120;2013134;9;"1ET98183";"P2";"2";"OY";16.7;11.3;10.7;16.7;"1ET50866";"WPY";44;0;"RO23";"";2013;NA;"";NA;NA;NA;9.64;15.8;6.1;13.7;5.46828571428571;0;13;11.2326666666667;7.98709677419355;26.3;4.3;13.7;6.56516129032258;0;13;5.99591397849462;-0.740538125201965;3.49201266099126;0.701107955395931;-3.3708029074979
"FP29B";2013121;2013135;9;"1ET98199";"2";"2";"YY";17.5;11.9;11.4;16.4;"1ET50863";"WPY";45;0;"FP29B";"";2013;NA;"";NA;NA;NA;9.62;15.8;6.1;13.7;5.52742857142857;0;13;11.2326666666667;8.06774193548387;26.3;4.3;13.7;6.3689247311828;0;13;5.99591397849462;-0.740445301545332;3.49332395020479;0.690306646382603;-3.44191969107927
"FO53";2013122;2013136;10;"1ET50551";"2";"2";"YY";17.1;11.2;11.1;17;"1ET50876";"WPY";46;0;"FO53";"";2013;NA;"";NA;NA;NA;10.0333333333333;15.8;6.1;13.7;5.50380952380952;0;13;11.2326666666667;8.29354838709677;26.3;4.3;13.7;6.93795698924731;0;13;5.99591397849462;-0.853565788694253;3.62277218347122;0.810258285278906;-3.51634938995319
"FO82A2014";2014100;2014114;11;"1EX15406";"2";"P2";"YO";17.1;11.2;10.9;16.3;"1ET41765";NA;24;0;"FO82A";"";2014;NA;"";NA;NA;NA;7.32666666666667;6.5;3.5;12.2;7.22066666666667;0;3.9;1.36809523809524;5.57741935483871;43.7;0.6;12.2;9.62113978494624;0;19;13.5622365591398;-1.50146873917206;0.192828681314112;2.38721938812595;0.216258812128198
"FON127A2014";2014100;2014114;13;"1EX15426";"2";"P2";"YO";17.6;11.4;10.9;15.8;"1EX15027";"EPY";24;1;"FON127A";"";2014;NA;"";NA;NA;NA;7.32666666666667;6.5;3.5;12.2;7.22066666666667;0;3.9;1.36809523809524;5.57741935483871;43.7;0.6;12.2;9.62113978494624;0;19;13.5622365591398;-1.50146873917206;0.192828681314112;2.38721938812595;0.216258812128198
"FO27A2014";2014100;2014114;11;"1ET41967";"P2";"P2";"OO";17.3;12.4;11.4;16.1;"1ET50844";NA;24;0;"FO27A";"";2014;NA;"";NA;NA;NA;7.32666666666667;6.5;3.5;12.2;7.22066666666667;0;3.9;1.36809523809524;5.57741935483871;43.7;0.6;12.2;9.62113978494624;0;19;13.5622365591398;-1.50146873917206;0.192828681314112;2.38721938812595;0.216258812128198
"FA23B2014";2014100;2014114;12;"1ER02567";"P2";"2";"OY";16.4;11.4;11.2;17.1;"1EX15003";"WPY";24;0;"FA23B";"";2014;NA;"";NA;NA;NA;7.32666666666667;6.5;3.5;12.2;7.22066666666667;0;3.9;1.36809523809524;5.57741935483871;43.7;0.6;12.2;9.62113978494624;0;19;13.5622365591398;-1.50146873917206;0.192828681314112;2.38721938812595;0.216258812128198
"FO12A2014";2014101;2014115;12;"1EX15417";"2";"P2";"YO";17.6;11.8;10.4;16.6;"1EX15010";"WPY";25;0;"FO12A";"";2014;NA;"";NA;NA;NA;7.58666666666667;6.5;3.5;12.2;6.32552380952381;0;3.9;1.36809523809524;5.75483870967742;36.3;0.6;12.2;9.39522580645161;0;19;12.3734623655914;-1.49095972873012;0.159288760333729;2.04976807322689;-0.00643475099052734
"AN13A2014";2014102;2014116;10;"1EX15427";"P2";"2";"OY";17.2;11.6;NA;NA;"1EX15012";"EPY";26;1;"AN13A";"";2014;NA;"";NA;NA;NA;7.99333333333333;2.6;5.2;12.2;5.24495238095238;0;2.6;0.450666666666667;5.92903225806452;34.5;0.6;12.2;9.77612903225806;0;19;12.4024946236559;-2.24340946248811;0.389577840561755;2.08430934066312;-0.09027519697775
"FO6B2014";2014102;2014116;11;"1ET41699";"P2";"P2";"OO";16.7;11.3;11.2;17.5;"1EX15008";"WPY";26;0;"FO6B";"";2014;NA;"";NA;NA;NA;7.99333333333333;2.6;5.2;12.2;5.24495238095238;0;2.6;0.450666666666667;5.92903225806452;34.5;0.6;12.2;9.77612903225806;0;19;12.4024946236559;-2.24340946248811;0.389577840561755;2.08430934066312;-0.09027519697775
"FK27B2014";2014103;2014117;9;"1EX15431";"2";"2";"YY";16.6;10.8;10.9;16.5;"1EX15031";"WPY";27;0;"FK27B";"";2014;NA;"";NA;NA;NA;8.15333333333333;0;5.2;12.2;4.73980952380952;0;0;0;5.98064516129032;34.5;0.6;12.2;9.88761290322581;0;19;12.4024946236559;-2.64604016861732;0.0630261855560865;2.10923178520124;-0.10935919473253
"FKN6A2014";2014103;2014117;10;"1EX15420";"2";"2";"YY";17.5;12.1;10.6;16.8;"1EX15013";NA;27;0;"FKN6A";"";2014;NA;"";NA;NA;NA;8.15333333333333;0;5.2;12.2;4.73980952380952;0;0;0;5.98064516129032;34.5;0.6;12.2;9.88761290322581;0;19;12.4024946236559;-2.64604016861732;0.0630261855560865;2.10923178520124;-0.10935919473253
"OJ123A2014";2014103;2014117;10;"1ER03528";"P2";"P2";"OO";17.4;10.6;10.6;16.7;"1ER03318";NA;27;0;"OJ123A";"";2014;NA;"";NA;NA;NA;8.15333333333333;0;5.2;12.2;4.73980952380952;0;0;0;5.98064516129032;34.5;0.6;12.2;9.88761290322581;0;19;12.4024946236559;-2.64604016861732;0.0630261855560865;2.10923178520124;-0.10935919473253
"BO42014";2014103;2014117;14;"1ER03699";"P2";"P2";"OO";17.4;11.6;10.4;16.2;"1ET42889";"EPY";27;1;"BO4";"";2014;NA;"";NA;NA;NA;8.15333333333333;0;5.2;12.2;4.73980952380952;0;0;0;5.98064516129032;34.5;0.6;12.2;9.88761290322581;0;19;12.4024946236559;-2.64604016861732;0.0630261855560865;2.10923178520124;-0.10935919473253
"FK6D2014";2014104;2014118;10;"1EX15433";"2";"P2";"YO";16.8;10.9;NA;NA;"1EX15035";"WPY";28;0;"FK6D";"";2014;NA;"";NA;NA;NA;8.26666666666667;0;5.2;12.2;4.79809523809524;0;0;0;6.09354838709677;34.5;0.6;12.2;10.240623655914;0;19;12.4024946236559;-2.68306513688558;0.10697808735474;2.17840529824035;-0.138937803349157
"KT1A2014";2014104;2014118;11;"1EX15423";"2";"2";"YY";17.1;12;11.4;16.7;"1EX15011";"EPY";28;1;"KT1A";"";2014;NA;"";NA;NA;NA;8.26666666666667;0;5.2;12.2;4.79809523809524;0;0;0;6.09354838709677;34.5;0.6;12.2;10.240623655914;0;19;12.4024946236559;-2.68306513688558;0.10697808735474;2.17840529824035;-0.138937803349157
"FO19C2014";2014104;2014118;10;"1ET50063";"P2";"2";"OY";16.7;11.4;10.7;17.4;"1ET97049";"WPY";28;0;"FO19C";"";2014;NA;"";NA;NA;NA;8.26666666666667;0;5.2;12.2;4.79809523809524;0;0;0;6.09354838709677;34.5;0.6;12.2;10.240623655914;0;19;12.4024946236559;-2.68306513688558;0.10697808735474;2.17840529824035;-0.138937803349157
"AN6B2014";2014104;2014118;13;"1EX15435";"P2";"P2";"OO";16.7;10.1;11;16.8;"1EX15032";NA;28;0;"AN6B";"";2014;NA;"";NA;NA;NA;8.26666666666667;0;5.2;12.2;4.79809523809524;0;0;0;6.09354838709677;34.5;0.6;12.2;10.240623655914;0;19;12.4024946236559;-2.68306513688558;0.10697808735474;2.17840529824035;-0.138937803349157
"AN25A2014";2014105;2014119;11;"1EX15434";"2";"2";"YY";17.7;11.6;10.3;16.8;"1EX15019";"EPY";29;1;"AN25A";"";2014;NA;"";NA;NA;NA;8.48666666666667;0;5.2;12.2;4.69123809523809;0;0;0;6.26774193548387;34.5;0.6;12.2;10.5715913978495;0;19;12.4024946236559;-2.73452739917288;0.163564054811371;2.25643680830454;-0.208395565211918
"FO5B2014";2014105;2014119;12;"1ER02523";"P2";"P2";"OO";17.4;10.8;10.8;15.5;"1ET42844";NA;29;0;"FO5B";"";2014;NA;"";NA;NA;NA;8.48666666666667;0;5.2;12.2;4.69123809523809;0;0;0;6.26774193548387;34.5;0.6;12.2;10.5715913978495;0;19;12.4024946236559;-2.73452739917288;0.163564054811371;2.25643680830454;-0.208395565211918
"AN25B2014";2014106;2014120;10;"1EX15425";"2";"2";"YY";18;11.5;10.9;17.2;"1ET98137";NA;30;0;"AN25B";"";2014;NA;"";NA;NA;NA;8.64666666666667;0;5.7;12.2;3.94838095238095;0;0;0;6.3;34.5;0.6;12.2;10.626;0;19;12.4024946236559;-2.81314432509708;0.268380168525679;2.26996298686313;-0.222025334132811
"FO36A2014";2014106;2014120;11;"1ER02995";"P2";"P2";"OO";16.4;10.5;10.9;17;"1EP48576";NA;30;0;"FO36A";"";2014;NA;"";NA;NA;NA;8.64666666666667;0;5.7;12.2;3.94838095238095;0;0;0;6.3;34.5;0.6;12.2;10.626;0;19;12.4024946236559;-2.81314432509708;0.268380168525679;2.26996298686313;-0.222025334132811
"FP5A2014";2014106;2014120;12;"1ET98210";"P2";"2";"OY";17.7;12.6;11.2;17;"1EX15033";"EPY";30;1;"FP5A";"";2014;NA;"";NA;NA;NA;8.64666666666667;0;5.7;12.2;3.94838095238095;0;0;0;6.3;34.5;0.6;12.2;10.626;0;19;12.4024946236559;-2.81314432509708;0.268380168525679;2.26996298686313;-0.222025334132811
"FA18A2014";2014106;2014120;13;"1ET97080";"P2";"2";"OY";17.4;11.7;10.4;16.8;"1EX15044";NA;30;0;"FA18A";"";2014;NA;"";NA;NA;NA;8.64666666666667;0;5.7;12.2;3.94838095238095;0;0;0;6.3;34.5;0.6;12.2;10.626;0;19;12.4024946236559;-2.81314432509708;0.268380168525679;2.26996298686313;-0.222025334132811
"FK26A2014";2014107;2014121;9;"1EX15419";"2";"2";"YY";17.1;11.2;11.2;16.6;"1EX15025";NA;31;0;"FK26A";"";2014;NA;"";NA;NA;NA;8.54;0;4.1;12.2;4.79257142857143;0;0;0;6.39677419354839;30;0.6;12.2;9.87632258064516;0;19;12.0395913978495;-2.53243565944607;-0.137270199961074;2.01753387468586;-0.416951187512682
"OJ130A2014";2014107;2014121;11;"1EX15436";"2";"2";"YY";16.9;12;10.2;16.2;"1EX15036";NA;31;1;"OJ130A";"";2014;NA;"";NA;NA;NA;8.54;0;4.1;12.2;4.79257142857143;0;0;0;6.39677419354839;30;0.6;12.2;9.87632258064516;0;19;12.0395913978495;-2.53243565944607;-0.137270199961074;2.01753387468586;-0.416951187512682
"FO4A2014";2014107;2014121;11;"1EX15429";"2";"2";"YY";17.4;11.2;10.2;16.6;"1ET50996";NA;31;0;"FO4A";"";2014;NA;"";NA;NA;NA;8.54;0;4.1;12.2;4.79257142857143;0;0;0;6.39677419354839;30;0.6;12.2;9.87632258064516;0;19;12.0395913978495;-2.53243565944607;-0.137270199961074;2.01753387468586;-0.416951187512682
"FA40A2014";2014107;2014121;12;"1ER02935";"P2";"2";"OY";17.1;11.9;11.1;16.4;"1EX15029";NA;31;0;"FA40A";"";2014;NA;"";NA;NA;NA;8.54;0;4.1;12.2;4.79257142857143;0;0;0;6.39677419354839;30;0.6;12.2;9.87632258064516;0;19;12.0395913978495;-2.53243565944607;-0.137270199961074;2.01753387468586;-0.416951187512682
"FP1C2014";2014109;2014123;12;"1ER03641";"P2";"2";"OY";17.8;11.6;10.3;15.7;"1ET97122";NA;33;0;"FP1C";"";2014;NA;"";NA;NA;NA;8.28666666666667;0;4.1;12.2;6.13695238095238;0;0;0;6.68709677419355;30;0.7;12.2;8.02116129032258;0;19;12.0395913978495;-2.5864810374451;-0.0429212775189677;1.81767904584987;-0.836502100874142
"RW37C2015";2015100;2015114;11;"1EX14400";"2";"P2";"YO";11.7;16.9;12.3;17.3;"1EX15770";"WPY";24;0;"RW37C";"";2015;NA;"";NA;NA;NA;6.51333333333333;14.3;3.8;9.8;3.18409523809524;0;8;4.80552380952381;4.98064516129032;49.2;1.8;9.8;4.65427956989247;0;12.5;10.2804946236559;0.463818507170043;-0.261224943710792;0.240975853905184;0.138378860407159
"FO112015";2015101;2015115;9;"1EX15064";"P2";"2";"OY";11.1;16.7;NA;NA;"1EX15777";"WPY";25;0;"FO11";"";2015;NA;"";NA;NA;NA;6.7;17.9;3.8;9.8;3.30142857142857;0;8;5.1792380952381;5.19032258064516;52.8;1.8;9.8;4.63890322580645;0;12.5;10.3176559139785;0.61752915587426;-0.0675230667020105;0.389557395746583;0.0490644277030133
"FA342015";2015101;2015115;13;"1ER02567";"P2";"2";"OY";12;16.3;10.3;16.3;"1EX15776";"WPY";25;0;"FA34";"";2015;NA;"";NA;NA;NA;6.7;17.9;3.8;9.8;3.30142857142857;0;8;5.1792380952381;5.19032258064516;52.8;1.8;9.8;4.63890322580645;0;12.5;10.3176559139785;0.61752915587426;-0.0675230667020105;0.389557395746583;0.0490644277030133
"AN15C2015";2015102;2015116;10;"1EX30032";"2";"P2";"YO";10.8;16.55;11.3;16.12;"1EX30031";"WPY";26;0;"AN15C";"";2015;NA;"";NA;NA;NA;6.9;18.8;3.8;10.9;4.41571428571429;0;8;5.07980952380952;5.41290322580645;48;1.8;10.9;5.62716129032258;0;12.5;9.78191397849462;0.317388524072196;0.402382835328867;0.612418169576832;-0.235342070889551
"RM102015";2015102;2015116;10;"1ET96598";"2";"P2";"YO";11.5;16.6;10.8;16.8;"1ET97489";"WPY";26;0;"RM10";"";2015;NA;"";NA;NA;NA;6.9;18.8;3.8;10.9;4.41571428571429;0;8;5.07980952380952;5.41290322580645;48;1.8;10.9;5.62716129032258;0;12.5;9.78191397849462;0.317388524072196;0.402382835328867;0.612418169576832;-0.235342070889551
"RE42B2015";2015102;2015116;11;"1ET96599";"2";"2";"YY";11.5;16.9;10.3;16.6;"1EX15774";"WPY";26;0;"RE42B";"";2015;NA;"";NA;NA;NA;6.9;18.8;3.8;10.9;4.41571428571429;0;8;5.07980952380952;5.41290322580645;48;1.8;10.9;5.62716129032258;0;12.5;9.78191397849462;0.317388524072196;0.402382835328867;0.612418169576832;-0.235342070889551
"AL27A2015";2015102;2015116;10;"1EX14164";"P2";"P2";"OO";10.95;16.15;10.61;16.25;"1EX14163";"WPY";26;0;"AL27A";"";2015;NA;"";NA;NA;NA;6.9;18.8;3.8;10.9;4.41571428571429;0;8;5.07980952380952;5.41290322580645;48;1.8;10.9;5.62716129032258;0;12.5;9.78191397849462;0.317388524072196;0.402382835328867;0.612418169576832;-0.235342070889551
"FK12D2015";2015102;2015116;11;"1EX14407";"P2";"P2";"OO";11.8;16.5;10.8;16.5;"1EX15780";"WPY";26;0;"FK12D";"";2015;NA;"";NA;NA;NA;6.9;18.8;3.8;10.9;4.41571428571429;0;8;5.07980952380952;5.41290322580645;48;1.8;10.9;5.62716129032258;0;12.5;9.78191397849462;0.317388524072196;0.402382835328867;0.612418169576832;-0.235342070889551
"AN022015";2015103;2015117;10;"1EX15382";"2";"2";"YY";12.5;17.7;10.8;16.6;"1EX15786";"EPP";27;1;"AN02";"";2015;NA;"";NA;NA;NA;6.92;22.5;3.8;10.9;4.46457142857143;0;8;7.18;5.5;49.4;1.8;10.9;5.878;0;12.5;10.2419569892473;0.653874762649499;0.655875173343185;0.751730877813315;-0.242394883738131
"FK14D2015";2015103;2015117;8;"1ET98179";"P2";"2";"OY";11.5;17.3;10.5;17;"1ET96571";"WPY";27;0;"FK14D";"";2015;NA;"";NA;NA;NA;6.92;22.5;3.8;10.9;4.46457142857143;0;8;7.18;5.5;49.4;1.8;10.9;5.878;0;12.5;10.2419569892473;0.653874762649499;0.655875173343185;0.751730877813315;-0.242394883738131
"FO18D2015";2015103;2015117;10;"1ET50063";"P2";"2";"OY";11.4;16.8;NA;NA;"1ET98371";"WPY";27;0;"FO18D";"";2015;NA;"";NA;NA;NA;6.92;22.5;3.8;10.9;4.46457142857143;0;8;7.18;5.5;49.4;1.8;10.9;5.878;0;12.5;10.2419569892473;0.653874762649499;0.655875173343185;0.751730877813315;-0.242394883738131
"OJ2022015";2015103;2015117;11;"1EX14418";"P2";"P2";"OO";10.9;17.3;NA;NA;"1ET96523";"WPY";27;0;"OJ202";"";2015;NA;"";NA;NA;NA;6.92;22.5;3.8;10.9;4.46457142857143;0;8;7.18;5.5;49.4;1.8;10.9;5.878;0;12.5;10.2419569892473;0.653874762649499;0.655875173343185;0.751730877813315;-0.242394883738131
"BS20A2015";2015104;2015118;7;"1EX14423";"2";"2";"YY";10.7;16.7;11;16.8;"1EX15797";"WPY";28;0;"BS20A";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"RW30A2015";2015104;2015118;10;"1EX15214";"2";"2";"YY";11;16.8;25.36;9.87;"1EX15792";"WPY";28;0;"RW30";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"RW15E2015";2015104;2015118;10;"1EX14404";"2";"P2";"YO";10.6;17.2;10.4;16.7;"1EX15785";"WPY";28;0;"RW15E";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"FO19C2015";2015104;2015118;11;"1EX14408";"2";"2";"YY";11.5;17.1;10.8;16.8;"1EX15795";"WPY";28;0;"FO19C";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"RS15A2015";2015104;2015118;7;"1ER02463";"P2";"2";"OY";11.2;17;10.2;16.1;"1ET97735";"WPY";28;0;"RS15A";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"BO03A2015";2015104;2015118;9;"1ET96924";"P2";"P2";"OO";11;17.1;NA;NA;"1EX15789";"WPY";28;0;"BO03A";"";2015;NA;"";NA;NA;NA;7.08666666666667;22.8;3.8;10.9;4.01695238095238;0;8;7.12171428571429;5.6;49.7;1.8;10.9;5.85733333333333;0;12.5;10.2129892473118;0.660503398537961;0.654537839594879;0.774114177088135;-0.302562516648511
"RO30B2015";2015105;2015119;5;"1EX14430";"2";"P2";"YO";11;16.8;11;17;"1EX14428";"WPY";29;0;"RO30B";"";2015;NA;"";NA;NA;NA;7.27333333333333;20.7;3.8;10.9;3.26495238095238;0;8;7.24171428571429;5.72903225806452;40.7;1.8;10.9;5.60012903225807;0;12.5;8.38782795698925;0.576204001411482;0.57045439421933;0.310191674207528;-0.520561518350324
"AN11B2015";2015105;2015119;10;"1EX30085";"2";"2";"YY";10.8;16.77;11;16.66;"1EX30084";"WPY";29;0;"AN11B";"";2015;NA;"";NA;NA;NA;7.27333333333333;20.7;3.8;10.9;3.26495238095238;0;8;7.24171428571429;5.72903225806452;40.7;1.8;10.9;5.60012903225807;0;12.5;8.38782795698925;0.576204001411482;0.57045439421933;0.310191674207528;-0.520561518350324
"FKIII022015";2015105;2015119;7;"1EX14420";"P2";"2";"OY";11.7;18.1;10.5;16.8;"1EX15790";"EPP";29;1;"FKIII02";"";2015;NA;"";NA;NA;NA;7.27333333333333;20.7;3.8;10.9;3.26495238095238;0;8;7.24171428571429;5.72903225806452;40.7;1.8;10.9;5.60012903225807;0;12.5;8.38782795698925;0.576204001411482;0.57045439421933;0.310191674207528;-0.520561518350324
"BK142015";2015106;2015120;8;"1EX14416";"2";"P2";"YO";10.6;17.4;9.6;14.9;"1EX15791";"WPY";30;0;"BK14A";"";2015;NA;"";NA;NA;NA;7.27333333333333;12.7;3.8;10.9;3.26495238095238;0;7.2;3.94266666666667;5.83548387096774;28.2;1.8;10.9;5.59303225806452;0;8;4.10556989247312;-0.155934462602182;0.0702855181569275;-0.879096862166741;-0.713037363662576
"FK06A2015";2015106;2015120;9;"1ET96532";"P2";"2";"OY";11.8;17.3;11.2;16.1;"1EX14431";"WPY";30;0;"FK06A";"";2015;NA;"";NA;NA;NA;7.27333333333333;12.7;3.8;10.9;3.26495238095238;0;7.2;3.94266666666667;5.83548387096774;28.2;1.8;10.9;5.59303225806452;0;8;4.10556989247312;-0.155934462602182;0.0702855181569275;-0.879096862166741;-0.713037363662576
"OL04A2015";2015106;2015120;9;"1ET50971";"P2";"2";"OY";10.8;17.1;11.6;16.5;"1EX15778";"WPY";30;0;"OL04A";"";2015;NA;"";NA;NA;NA;7.27333333333333;12.7;3.8;10.9;3.26495238095238;0;7.2;3.94266666666667;5.83548387096774;28.2;1.8;10.9;5.59303225806452;0;8;4.10556989247312;-0.155934462602182;0.0702855181569275;-0.879096862166741;-0.713037363662576
