nest_code;nestmix;epy3;CODESTART;CODEEND;HATCH DAY;END DAY;year;ring;sex;average_31_before;min_31_period;max_31_period;60_after;min_60;max_60;average_preciti_31;XX_NA;box;id;xf;boxor;fring;hlf;gs1;mring;hlm;fage;mage;gs2;idor;xfblock;eblock;code;ring;exp;mani;treatment;exp;epy3;sex;mass2;mass11;mass12;mass14;rtars14;pha;pha;PHA;
OJ87A2015;NA;NA;NA;NA;NA;NA;2015;15NO025;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;OJ87A;;;SK5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C;NA;experimental nests;NA;NA;NA;1.91;NA;NA;NA;NA;NA;NA;NA;
OJ87A2015;NA;NA;NA;NA;NA;NA;2015;15NO026;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;OJ87A;;;SK5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4;NA;experimental nests;HO;NA;NA;2.05;NA;NA;NA;NA;NA;NA;NA;
OJ87A2015;NA;NA;NA;NA;NA;NA;2015;15NO027;F;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;OJ87A;;;RW21C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4;NA;experimental nests;HO;NA;F;2.39;NA;NA;NA;NA;NA;NA;NA;
RN44A2015;NA;NA;2015144;2015158;NA;NA;2015;15NO038;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;RN44A;;;RW17B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CORT;NA;experimental nests;HO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14171;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14172;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14173;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14174;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14175;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG9B2015;NA;NA;2015144;2015158;NA;NA;2015;1EX14176;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG9B;;;ANG9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14178;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14179;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14180;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14181;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14182;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14183;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14184;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14185;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG12015;NA;NA;2015145;2015159;NA;NA;2015;1EX14186;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG1A;;;ANG1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
RM28A2015;NA;NA;NA;NA;NA;NA;2015;15NO048;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;RM28A;;;RM28A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C;NA;experimental nests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BO62015;NA;NA;NA;NA;NA;NA;2015;15NO037;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;BO6;;;SK28A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CORT;NA;experimental nests;HO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
FO5B2015;NA;NA;NA;NA;NA;NA;2015;15NO036;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;FO5B;;;AN15C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4;NA;experimental nests;HO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
FO5B2015;NA;NA;NA;NA;NA;NA;2015;15NO035;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;FO5B;;;AN1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4;NA;experimental nests;HO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
PS8A2015;NA;NA;NA;NA;NA;NA;2015;15NO045;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;PS8A;;;PS8A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4;NA;experimental nests;HO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG52015;NA;NA;NA;NA;NA;NA;2015;1EX30131;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30132;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30133;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30134;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30135;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30136;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30137;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30138;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30139;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
ANG5A2015;NA;NA;NA;NA;NA;NA;2015;1EX30140;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;ANG5A;;;ANG5A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
FKN1A2016;NA;NA;2016139;2016154;48;62;2016;1EX14073;M;;;;;;;;;FKN1A;;;FKN1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2;NA;NA;12.5;14.34;NA;NA;NA;
OJ208A2016;NA;NA;2016138;2016154;47;61;2016;1EX30424;F;;;;;;;;;OJ208A;;;OJ208A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;F;2;NA;NA;12.8;15.27;NA;NA;NA;
OJ192C2016;NA;NA;2016138;2016154;47;61;2016;1EX30432;F;;;;;;;;;OJ192C;;;OJ192C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;2.4;NA;NA;12.1;15.8;NA;NA;NA;
OJ208A2016;NA;NA;2016138;2016154;47;61;2016;1EX30428;F;;;;;;;;;OJ208A;;;OJ208A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;F;2.2;NA;NA;12.4;15.81;NA;NA;NA;
RO35A2016;NA;NA;2016137;2016154;46;60;2016;1EX14675;M;;;;;;;;;RO35A;;;RO35A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.9;11.4;NA;12;15.83;NA;NA;NA;
OJ179A2016;NA;NA;2016138;2016154;47;61;2016;1EX30421;M;;;;;;;;;OJ179A;;;OJ179A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;2.7;NA;NA;12.4;15.85;NA;NA;NA;
GR012015;NA;NA;NA;NA;NA;NA;2015;1ET96718;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;GR01;;;GR01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;NA;1.6;NA;NA;12;16.1;NA;NA;NA;
OL252014;NA;NA;2014144;2014158;54;68;2014;1EX15658;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;OL25;;;RN35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;2.3;11.4;NA;12.4;16.2;NA;NA;NA;
FO32B2016;NA;NA;2016138;2016154;47;61;2016;1EX14918;M;;;;;;;;;FO32B;;;FO32B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;2.9;11.36;11.34;12;16.21;NA;NA;NA;
OJ103A2016;NA;NA;2016140;2016154;49;63;2016;1EX14659;M;;;;;;;;;OJ103A;;;OJ103A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;5.69;11.9;NA;12.2;16.25;NA;NA;NA;
FA27A2016;NA;NA;NA;NA;NA;NA;2016;1EX14689;M;;;;;;;;;FA27A;;;FA27A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;11.5;NA;12.1;16.3;NA;NA;NA;
OJ140A2016;NA;NA;2016138;2016154;47;61;2016;1EX30438;F;;;;;;;;;OJ140A;;;OJ140A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;2.3;NA;NA;12.2;16.37;NA;NA;NA;
OJ140A2016;NA;NA;2016138;2016154;47;61;2016;1EX30439;F;;;;;;;;;OJ140A;;;OJ140A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;2.2;NA;NA;12.3;16.38;NA;NA;NA;
OJ208A2016;NA;NA;2016138;2016154;47;61;2016;1EX30425;M;;;;;;;;;OJ208A;;;OJ208A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;M;1.2;NA;NA;12.6;16.4;NA;NA;NA;
SP1672013;NA;NA;NA;NA;NA;NA;2013;1ET96162;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;SP167;130129;0;SP167;NA;NA;NA;NA;NA;NA;NA;NA;130129;NA;NA;NA;1ET96162;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.99;16.44;NA;NA;NA;
RN24A2016;NA;NA;2016143;2016154;52;66;2016;1EX28454;NA;;;;;;;;;RN24A;;;RN24A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;NA;2.3;11.98;12.87;12.2;16.47;NA;NA;NA;
BK14A2016;NA;NA;2016137;2016154;46;60;2016;1EX14671;M;;;;;;;;;BK14A;;;BK14A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;2.1;11.24;11.76;12.5;16.49;NA;NA;NA;
RM332014;NA;NA;2014136;2014150;46;60;2014;1EX15147;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RM33;;;RW30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.2;11.1;NA;12.1;16.5;NA;NA;NA;
RN352014;NA;NA;2014144;2014158;54;68;2014;1EX15643;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN35;;;RN35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;1.9;11.5;NA;12.5;16.5;NA;NA;NA;
RO35A2016;NA;NA;2016137;2016154;46;60;2016;1EX14676;M;;;;;;;;;RO35A;;;RO35A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.9;11.9;NA;12.3;16.53;NA;NA;NA;
SP1672013;NA;NA;NA;NA;NA;NA;2013;1ET96158;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;SP167;130129;0;SP167;NA;NA;NA;NA;NA;NA;NA;NA;130129;NA;NA;NA;1ET96158;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.95;16.56;NA;NA;NA;
RU1612013;NA;NA;NA;NA;NA;NA;2013;1ET96190;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RU161;130118;0;RU161;NA;NA;NA;NA;NA;NA;NA;NA;130118;NA;NA;NA;1ET96190;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.95;16.59;NA;NA;NA;
RW302014;NA;NA;2014136;2014150;46;60;2014;1EX15054;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RW30;;;RW30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;1.9;9.8;NA;12;16.6;NA;NA;NA;
RO01D2014;NA;NA;2014143;2014157;53;67;2014;1EX15576;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO01D;;;RO01D;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.2;11.1;NA;12.1;16.6;NA;NA;NA;
RO02C2014;NA;NA;2014144;2014158;54;68;2014;1EX15640;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO02C;;;RO02C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;2.5;NA;NA;12.2;16.6;NA;NA;NA;
RO02C2014;NA;NA;2014144;2014158;54;68;2014;1EX15635;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO02C;;;RO02C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;M;2.9;NA;NA;12.5;16.6;NA;NA;NA;
RO35A2016;NA;NA;2016137;2016154;46;60;2016;1EX14674;M;;;;;;;;;RO35A;;;RO35A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.2;11.7;NA;12;16.62;NA;NA;NA;
FP2B2016;NA;NA;2016146;2016154;55;69;2016;1EX28138;F;;;;;;;;;FP2B;;;FP2B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;F;2.3;NA;NA;12;16.62;NA;NA;NA;
OJ208A2016;NA;NA;2016138;2016154;47;61;2016;1EX30426;M;;;;;;;;;OJ208A;;;OJ208A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;M;2.5;NA;NA;13.4;16.64;NA;NA;NA;
RN352014;NA;NA;2014144;2014158;54;68;2014;1EX15647;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN35;;;RN35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;1.5;NA;NA;12;16.7;NA;NA;NA;
KT11A2016;NA;NA;2016140;2016154;49;63;2016;1EX14757;M;;;;;;;;;KT11A;;;KT11A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;2.29;11.18;11.79;12.2;16.71;NA;NA;NA;
RN27A2016;NA;NA;2016139;2016154;48;62;2016;1EX30470;M;;;;;;;;;RN27A;;;RN27A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;1.65;NA;11.2;12;16.76;NA;NA;NA;
RO02C2014;NA;NA;2014144;2014158;54;68;2014;1EX15634;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO02C;;;RO02C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;2.9;11.5;NA;12;16.8;NA;NA;NA;
RN352014;NA;NA;2014144;2014158;54;68;2014;1EX15645;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN35;;;RN35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.1;11.1;NA;12.1;16.8;NA;NA;NA;
RN352014;NA;NA;2014144;2014158;54;68;2014;1EX15648;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN35;;;OL25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;1.7;11.3;NA;12.2;16.8;NA;NA;NA;
FKN1A2016;NA;NA;2016139;2016154;48;62;2016;1EX14068;M;;;;;;;;;FKN1A;;;FKN1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.2;NA;NA;12.2;16.8;NA;NA;NA;
FKN1A2016;NA;NA;2016139;2016154;48;62;2016;1EX14071;M;;;;;;;;;FKN1A;;;FKN1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.3;NA;NA;12.4;16.8;NA;NA;NA;
RON23B2016;NA;NA;2016146;2016154;55;69;2016;1EX28185;NA;;;;;;;;;RON23B;;;RON23B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;2.8;NA;NA;12.2;16.84;NA;NA;NA;
TB4A2016;NA;NA;NA;NA;NA;NA;2016;1EX28158;M;;;;;;;;;TB4A;;;TB4A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;NA;NA;12.1;16.86;NA;NA;NA;
RU1612013;NA;NA;NA;NA;NA;NA;2013;1ET96193;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RU161;130118;0;RU161;NA;NA;NA;NA;NA;NA;NA;NA;130118;NA;NA;NA;1ET96193;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;12.55;16.86;NA;NA;NA;
RM172014;NA;NA;2014141;2014155;51;65;2014;1EX15374;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RM17;;;RM17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.2;11.2;NA;12.4;16.9;NA;NA;NA;
RW35B2016;NA;NA;2016131;2016154;40;54;2016;1EX28004;M;;;;;;;;;RW35B;;;RW35B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;1.75;12;NA;12.91;16.97;NA;NA;NA;
RON23B2016;NA;NA;2016146;2016154;55;69;2016;1EX28190;NA;;;;;;;;;RON23B;;;RON23B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;2.8;NA;NA;13.1;16.98;NA;NA;NA;
RO01D2014;NA;NA;2014143;2014157;53;67;2014;1EX15582;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO01D;;;RO01D;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;1.8;NA;NA;12;17;NA;NA;NA;
RM172014;NA;NA;2014141;2014155;51;65;2014;1EX15377;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RM17;;;RM17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.3;11.6;NA;12.1;17;NA;NA;NA;
RW542014;NA;NA;2014140;2014154;50;64;2014;1EX15343;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RW54;;;RW54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;M;1.9;NA;NA;12.1;17;NA;NA;NA;
RM172014;NA;NA;2014141;2014155;51;65;2014;1EX15380;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RM17;;;RM17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;2.3;NA;NA;12.1;17;NA;NA;NA;
RN352014;NA;NA;2014144;2014158;54;68;2014;1EX15649;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN35;;;OL25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;1.4;NA;NA;12.2;17;NA;NA;NA;
