nest_code;nestmix;epy3;CODESTART;CODEEND;HATCH DAY;END DAY;year;ring;sex;average_31_before;min_31_period;max_31_period;60_after;min_60;max_60;average_preciti_31;XX_NA;box;id;xf;boxor;fring;hlf;gs1;mring;hlm;fage;mage;gs2;idor;xfblock;eblock;code;ring;exp;mani;treatment;exp;epy3;sex;mass2;mass11;mass12;mass14;rtars14;pha;pha;PHA;
RW352014;NA;NA;2014133;2014147;43;57;2014;1EX15118;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RW35;NA;NA;RW35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;M;1.6;9.1;NA;NA;16.9;NA;NA;NA;
SK192014;NA;NA;2014140;2014154;50;64;2014;1EX15320;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;SK19;NA;NA;SK19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;2.2;NA;NA;NA;16.9;NA;NA;NA;
FO42A2016;NA;NA;2016140;2016154;49;63;2016;1EX14716;M;NA;NA;NA;NA;NA;NA;NA;NA;FO42A;NA;NA;FO42A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;1.8;NA;NA;11.3;16.91;NA;NA;NA;
RW33A2016;NA;NA;2016147;2016154;56;70;2016;1EX28503;M;NA;NA;NA;NA;NA;NA;NA;NA;RW33A;NA;NA;RW33A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;1.2;NA;NA;NA;16.91;NA;NA;NA;
TU180A2016;NA;NA;2016147;2016154;56;70;2016;1EX30252;M;NA;NA;NA;NA;NA;NA;NA;NA;TU180A;NA;NA;TU180A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;3.2;NA;NA;NA;16.91;NA;NA;NA;
FO62A2016;NA;NA;NA;NA;NA;NA;2016;1EX30297;M;NA;NA;NA;NA;NA;NA;NA;NA;FO62A;NA;NA;FO62A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;NA;NA;11.1;16.92;NA;NA;NA;
FO15C2016;NA;NA;2016144;2016154;53;67;2016;1EX30203;F;NA;NA;NA;NA;NA;NA;NA;NA;FO15C;NA;NA;FO15C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;1.4;NA;NA;11.1;16.92;NA;NA;NA;
RU522013;NA;NA;2013151;2013165;61;75;2013;1ET50621;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RU52;130112;0;RU52;NA;NA;NA;NA;NA;NA;NA;NA;130112;NA;NA;NA;1ET50621;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.32;16.92;NA;NA;NA;
KT172013;NA;NA;2013153;2013167;63;77;2013;1ET97193;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;KT17;130052;0;KT17;NA;NA;NA;NA;NA;NA;NA;NA;130052;NA;NA;NA;1ET97193;bsjs;0;CONTROL NEST;nonmanipulated nest;NA;NA;NA;NA;NA;11.73;16.92;NA;NA;NA;
RE6A2016;NA;NA;2016141;2016154;50;64;2016;1EX14794;F;NA;NA;NA;NA;NA;NA;NA;NA;RE6A;NA;NA;RE6A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;2.2;NA;NA;11.8;16.92;NA;NA;NA;
RS182013;NA;NA;2013156;2013170;66;80;2013;1ET97506;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RS18;130089;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;G;1ET97506;eggi;OIL;experimental nests;HO;NA;NA;2;NA;NA;12.4;16.93;NA;NA;NA;
DO29A2015;NA;NA;NA;NA;NA;NA;2015;1ET97931;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;DO29A;NA;NA;DO29A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;2.4;9.6;NA;NA;16.93;NA;NA;NA;
FA39A2016;NA;NA;NA;NA;NA;NA;2016;1EX29018;NA;NA;NA;NA;NA;NA;NA;NA;NA;FA39A;NA;NA;FA39A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;16.93;NA;NA;NA;
TU180A2016;NA;NA;2016147;2016154;56;70;2016;1EX30256;M;NA;NA;NA;NA;NA;NA;NA;NA;TU180A;NA;NA;TU180A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.2;NA;NA;8.7;16.94;NA;NA;NA;
RW33A2016;NA;NA;2016147;2016154;56;70;2016;1EX28502;M;NA;NA;NA;NA;NA;NA;NA;NA;RW33A;NA;NA;RW33A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.1;NA;NA;11.2;16.94;NA;NA;NA;
FKIII11A2016;NA;NA;2016140;2016154;49;63;2016;1EX14732;F;NA;NA;NA;NA;NA;NA;NA;NA;FKIII11A;NA;NA;FKIII11A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;2.4;NA;NA;11.2;16.94;NA;NA;NA;
RU12013;NA;NA;NA;NA;NA;NA;2013;1ET97458;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RU1;130176;0;RU1;NA;NA;NA;NA;NA;NA;NA;NA;130176;NA;NA;NA;1ET97458;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.21;16.94;NA;NA;NA;
RW22B2016;NA;NA;2016140;2016154;49;63;2016;1EX28213;M;NA;NA;NA;NA;NA;NA;NA;NA;RW22B;NA;NA;RW22B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;1.8;NA;NA;11.4;16.94;NA;NA;NA;
BK21A2016;NA;NA;2016140;2016154;49;63;2016;1EX28246;F;NA;NA;NA;NA;NA;NA;NA;NA;BK21A;NA;NA;BK21A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;2.03;NA;NA;11.5;16.94;NA;NA;NA;
RW15F2013;NA;NA;2013150;2013164;60;74;2013;1ET96040;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RW15F;130090;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;G;1ET96040;eggi;OIL;experimental nests;HO;NA;NA;3.4;NA;NA;12;16.94;NA;NA;NA;
FO9B2013;NA;NA;2013152;2013166;62;76;2013;1ET97112;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FO9B;130028;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;H;1ET97112;eggi;OIL;experimental nests;HO;NA;NA;NA;NA;NA;12.4;16.94;NA;NA;NA;
RN142013;NA;NA;2013149;2013163;59;73;2013;1ET96005;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RN14;130075;0;RN14;NA;NA;NA;NA;NA;NA;NA;NA;130075;NA;NA;C;1ET96005;cs;eggsamp;experimental nests;HO;NA;NA;2.4;NA;NA;NA;16.94;NA;NA;NA;
SL44A2015;NA;NA;NA;NA;NA;NA;2015;1ET97922;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;SL44A;NA;NA;SL44A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;2.3;NA;NA;NA;16.94;NA;NA;NA;
TB4A2016;NA;NA;NA;NA;NA;NA;2016;1EX28161;F;NA;NA;NA;NA;NA;NA;NA;NA;TB4A;NA;NA;TB4A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;NA;NA;NA;NA;16.94;NA;NA;NA;
KA9B2015;NA;NA;NA;NA;NA;NA;2015;1ET97942;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;KA9B;NA;NA;KA9B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;3.3;NA;NA;11.1;16.95;NA;NA;NA;
FA27A2016;NA;NA;NA;NA;NA;NA;2016;1EX14694;NA;NA;NA;NA;NA;NA;NA;NA;NA;FA27A;NA;NA;FA27A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;11.7;NA;11.9;16.95;NA;NA;NA;
TU1782013;NA;NA;2013155;2013169;65;79;2013;1ET97434;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;TU178;130104;0;TU178;NA;NA;NA;NA;NA;NA;NA;NA;130104;NA;NA;NA;1ET97434;bsjs;0;CONTROL NEST;nonmanipulated nest;NA;NA;NA;NA;NA;NA;16.95;NA;NA;NA;
FO13E2016;NA;NA;2016141;2016154;50;64;2016;1EX28423;F;NA;NA;NA;NA;NA;NA;NA;NA;FO13E;NA;NA;FO13E;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;2;NA;NA;NA;16.95;NA;NA;NA;
TB4A2016;NA;NA;NA;NA;NA;NA;2016;1EX28159;M;NA;NA;NA;NA;NA;NA;NA;NA;TB4A;NA;NA;TB4A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;NA;NA;11.2;16.96;NA;NA;NA;
REG15A2016;NA;NA;NA;NA;NA;NA;2016;1EX30324;NA;NA;NA;NA;NA;NA;NA;NA;NA;REG15A;NA;NA;REG15A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.6;16.96;NA;NA;NA;
FO60B2016;NA;NA;2016141;2016154;50;64;2016;1EX28430;F;NA;NA;NA;NA;NA;NA;NA;NA;FO60B;NA;NA;FO60B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;1.5;NA;NA;NA;16.96;NA;NA;NA;
TU180A2016;NA;NA;2016147;2016154;56;70;2016;1EX30258;M;NA;NA;NA;NA;NA;NA;NA;NA;TU180A;NA;NA;TU180A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.8;NA;NA;NA;16.96;NA;NA;NA;
SP1102013;NA;NA;NA;NA;NA;NA;2013;1ET97477;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;SP110;130123;0;SP110;NA;NA;NA;NA;NA;NA;NA;NA;130123;NA;NA;NA;1ET97477;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;9.69;16.97;NA;NA;NA;
KT172013;NA;NA;2013153;2013167;63;77;2013;1ET97189;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;KT17;130052;0;KT17;NA;NA;NA;NA;NA;NA;NA;NA;130052;NA;NA;NA;1ET97189;bsjs;0;CONTROL NEST;nonmanipulated nest;NA;NA;NA;NA;NA;11.33;16.97;NA;NA;NA;
RU1612013;NA;NA;NA;NA;NA;NA;2013;1ET96196;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RU161;130118;0;RU161;NA;NA;NA;NA;NA;NA;NA;NA;130118;NA;NA;NA;1ET96196;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.38;16.97;NA;NA;NA;
RO16B2013;NA;NA;2013149;2013163;59;73;2013;1ET96022;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RO16B;130085;0;RO16B;NA;NA;NA;NA;NA;NA;NA;NA;130085;NA;NA;B;1ET96022;cs;eggsamp;experimental nests;HO;NA;NA;NA;NA;NA;12;16.97;NA;NA;NA;
FK11B2016;NA;NA;2016137;2016154;46;60;2016;1EX14495;M;NA;NA;NA;NA;NA;NA;NA;NA;FK11B;NA;NA;FK11B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;1.7;9.5;NA;NA;16.97;NA;NA;NA;
FO10C2013;NA;NA;2013150;2013164;60;74;2013;1ET96037;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FO10C;130029;0;FO10C;NA;NA;NA;NA;NA;NA;NA;NA;130029;NA;NA;D;1ET96037;cs;eggsamp;experimental nests;HO;NA;NA;NA;NA;NA;NA;16.97;NA;NA;NA;
TUN118B2016;NA;NA;2016143;2016154;52;66;2016;1EX28390;M;NA;NA;NA;NA;NA;NA;NA;NA;TUN118B;NA;NA;TUN118B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;1.9;NA;NA;11.1;16.98;NA;NA;NA;
FKN7A2016;NA;NA;2016139;2016154;48;62;2016;1EX14083;M;NA;NA;NA;NA;NA;NA;NA;NA;FKN7A;NA;NA;FKN7A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;2.4;NA;NA;11.3;16.98;NA;NA;NA;
FA41A2016;NA;NA;2016144;2016154;53;67;2016;1EX28479;M;NA;NA;NA;NA;NA;NA;NA;NA;FA41A;NA;NA;FA41A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;1.5;NA;NA;11.7;16.98;NA;NA;NA;
RE6A2016;NA;NA;2016141;2016154;50;64;2016;1EX14798;F;NA;NA;NA;NA;NA;NA;NA;NA;RE6A;NA;NA;RE6A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;2.32;NA;NA;11.8;16.98;NA;NA;NA;
KT11A2016;NA;NA;2016140;2016154;49;63;2016;1EX14755;M;NA;NA;NA;NA;NA;NA;NA;NA;KT11A;NA;NA;KT11A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;3.27;NA;11.43;NA;16.98;NA;NA;NA;
RW172013;NA;NA;2013151;2013165;61;75;2013;1ET96051;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RW17;130091;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;D;1ET96051;eggi;OIL;experimental nests;HO;NA;NA;1.81;NA;NA;11.5;16.99;NA;NA;NA;
OJ101A2016;NA;NA;NA;NA;NA;NA;2016;1EX29132;NA;NA;NA;NA;NA;NA;NA;NA;NA;OJ101A;NA;NA;OJ101A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.7;16.99;NA;NA;NA;
RW15F2013;NA;NA;2013150;2013164;60;74;2013;1ET96041;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RW15F;130090;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;D;1ET96041;eggi;OIL;experimental nests;HO;NA;NA;1.67;NA;NA;12.3;16.99;NA;NA;NA;
FA352013;NA;NA;2013158;2013172;68;82;2013;1ET97488;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FA35;130014;0;FA35;NA;NA;NA;NA;NA;NA;NA;NA;130014;NA;NA;NA;1ET97488;bsjs;+3;experimental nests;enlarged;NA;NA;NA;NA;NA;8.92;17;NA;NA;NA;
RW352014;NA;NA;2014133;2014147;43;57;2014;1EX15114;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RW35;NA;NA;RW35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;1.5;8.7;NA;9.5;17;NA;NA;NA;
AN13C2014;NA;NA;2014142;2014156;52;66;2014;1EX15386;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;AN13C;NA;NA;AN13C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;2.2;9.9;NA;11;17;NA;NA;NA;
FP60B2015;NA;NA;2015145;2015159;NA;NA;2015;1EX14315;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;FP60B;NA;NA;FP60B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;NA;NA;NA;NA;11;17;NA;NA;NA;
RE40C2014;NA;NA;2014140;2014154;50;64;2014;1EX15301;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RE40C;NA;NA;RE40C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;M;1.9;9.4;NA;11.1;17;NA;NA;NA;
RO30B2014;NA;NA;2014140;2014154;50;64;2014;1EX15290;M;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO30B;NA;NA;RO30B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;M;1.1;9.5;NA;11.1;17;NA;NA;NA;
RN372014;NA;NA;2014136;2014150;46;60;2014;1EX15130;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RN37;NA;NA;RN37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;1.8;9.5;NA;11.2;17;NA;NA;NA;
RM172014;NA;NA;2014141;2014155;51;65;2014;1EX15381;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RM17;NA;NA;RM17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;F;2.1;NA;NA;11.4;17;NA;NA;NA;
KT052015;NA;NA;NA;NA;NA;NA;2015;1EX14333;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;KT05;NA;NA;KT05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;NA;1.1;9.6;NA;11.5;17;NA;NA;NA;
FON127A2015;NA;NA;2015149;2015163;NA;NA;2015;1EX14511;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;FON127A;NA;NA;FON127A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nonmanipulated;NA;CONTROL NEST;nonmanipulated;NA;NA;2.2;11;NA;11.5;17;NA;NA;NA;
RO02C2014;NA;NA;2014144;2014158;54;68;2014;1EX15636;F;6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;RO02C;NA;NA;RO02C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;F;3.2;NA;NA;11.5;17;NA;NA;NA;
TU181A2016;NA;NA;2016141;2016154;50;64;2016;1EX28269;F;NA;NA;NA;NA;NA;NA;NA;NA;TU181A;NA;NA;TU181A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;F;1.4;NA;NA;11.7;17;NA;NA;NA;
FA182013;NA;NA;2013149;2013163;59;73;2013;1ET96017;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FA18;130011;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;D;1ET96017;eggi;OIL;experimental nests;HO;NA;NA;2.34;NA;NA;11.9;17;NA;NA;NA;
SP1102013;NA;NA;NA;NA;NA;NA;2013;1ET97484;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;SP110;130123;0;SP110;NA;NA;NA;NA;NA;NA;NA;NA;130123;NA;NA;NA;1ET97484;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;
FO722015;NA;NA;NA;NA;NA;NA;2015;1EX14398;NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;FO72;NA;NA;FO72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FLEAS;NA;experimental nests;FLEAS;NA;NA;1.5;9.1;NA;NA;17;NA;NA;NA;
TU1782013;NA;NA;2013155;2013169;65;79;2013;1ET97431;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;TU178;130104;0;TU178;NA;NA;NA;NA;NA;NA;NA;NA;130104;NA;NA;NA;1ET97431;bsjs;0;CONTROL NEST;nonmanipulated nest;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;
FON120A2016;NA;NA;NA;NA;NA;NA;2016;1EX30282;M;NA;NA;NA;NA;NA;NA;NA;NA;FON120A;NA;NA;FON120A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;NA;NA;NA;17;NA;NA;NA;
SP872013;NA;NA;2013153;2013167;63;77;2013;1ET97107;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;SP87;130115;1;FON106;NA;NA;NA;NA;NA;NA;NA;NA;130037;NA;NA;D;1ET97107;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.12;17.01;NA;NA;NA;
FA182013;NA;NA;2013149;2013163;59;73;2013;1ET96018;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FA18;130011;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;1ET96018;eggi;OIL;experimental nests;HO;NA;NA;2.09;NA;NA;11.2;17.01;NA;NA;NA;
FO62A2016;NA;NA;NA;NA;NA;NA;2016;1EX30289;M;NA;NA;NA;NA;NA;NA;NA;NA;FO62A;NA;NA;FO62A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;M;NA;NA;NA;11.5;17.01;NA;NA;NA;
FK352013;NA;NA;2013153;2013167;63;77;2013;1ET97183;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FK35;130020;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;F;1ET97183;eggi;OIL;experimental nests;HO;NA;NA;2.4;NA;NA;11.3;17.02;NA;NA;NA;
FA39A2016;NA;NA;NA;NA;NA;NA;2016;1EX29021;NA;NA;NA;NA;NA;NA;NA;NA;NA;FA39A;NA;NA;FA39A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.4;17.02;NA;NA;NA;
RW15F2013;NA;NA;2013150;2013164;60;74;2013;1ET96042;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;RW15F;130090;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;1ET96042;eggi;OIL;experimental nests;HO;NA;NA;2.45;NA;NA;12.4;17.02;NA;NA;NA;
FA352013;NA;NA;2013158;2013172;68;82;2013;1ET97216;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FA35;130014;1;FAG10;NA;NA;NA;NA;NA;NA;NA;NA;130163;NA;NA;D;1ET97216;bsjs;+3;experimental nests;enlarged;NA;NA;NA;NA;NA;NA;17.02;NA;NA;NA;
FO60B2016;NA;NA;2016141;2016154;50;64;2016;1EX28431;F;NA;NA;NA;NA;NA;NA;NA;NA;FO60B;NA;NA;FO60B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;1.7;NA;NA;NA;17.02;NA;NA;NA;
FA352013;NA;NA;2013158;2013172;68;82;2013;1ET97491;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FA35;130014;0;FA35;NA;NA;NA;NA;NA;NA;NA;NA;130014;NA;NA;NA;1ET97491;bsjs;+3;experimental nests;enlarged;NA;NA;NA;NA;NA;9.96;17.03;NA;NA;NA;
FO42A2016;NA;NA;2016140;2016154;49;63;2016;1EX14717;M;NA;NA;NA;NA;NA;NA;NA;NA;FO42A;NA;NA;FO42A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;M;2.5;NA;NA;11;17.03;NA;NA;NA;
PS10A2016;NA;NA;2016146;2016154;55;69;2016;1EX28179;F;NA;NA;NA;NA;NA;NA;NA;NA;PS10A;NA;NA;PS10A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;F;2.3;NA;NA;11.7;17.03;NA;NA;NA;
FO10C2013;NA;NA;2013150;2013164;60;74;2013;1ET96036;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;FO10C;130029;0;FO10C;NA;NA;NA;NA;NA;NA;NA;NA;130029;NA;NA;E;1ET96036;cs;eggsamp;experimental nests;HO;NA;NA;NA;NA;NA;9.3;17.04;NA;NA;NA;
OG272013;NA;NA;2013152;2013166;62;76;2013;1ET96189;NA;5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;OG27;130116;0;OG27;NA;NA;NA;NA;NA;NA;NA;NA;130116;NA;NA;NA;1ET96189;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;NA;17.04;NA;NA;NA;
SK15A2016;NA;NA;2016142;2016154;51;65;2016;1EX28323;F;NA;NA;NA;NA;NA;NA;NA;NA;SK15A;NA;NA;SK15A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;experimental nests;HO;NA;F;1.7;NA;NA;11.4;17.05;NA;NA;NA;
FA39A2016;NA;NA;NA;NA;NA;NA;2016;1EX29020;NA;NA;NA;NA;NA;NA;NA;NA;NA;FA39A;NA;NA;FA39A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CONTROL NESTS;NA;NA;NA;NA;NA;NA;11.6;17.05;NA;NA;NA;
FP2B2016;NA;NA;2016146;2016154;55;69;2016;1EX28141;M;NA;NA;NA;NA;NA;NA;NA;NA;FP2B;NA;NA;FP2B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;minus 3;experimental nests;NA;NA;M;0.9;NA;NA;11.9;17.05;NA;NA;NA;
